Time                        Bx(nT)         By(nT)         Bz(nT)
          1885.9839         -0.6461         2.3040        10.2918
          1888.9919         -0.7273         2.0326         8.4196
          1891.9998          0.0122         1.8085         9.5546
          1895.0078         -0.5034         2.0290        11.3782
          1898.0157         -0.5810         2.2840        11.2647
          1901.0237          0.1786         2.3718         9.1454
          1904.0316         -0.7905         2.9870         9.4981
          1907.0396         -1.2004         3.2675         9.7618
          1910.0475          0.1855         1.7157         9.0505
          1913.0555          0.7551         0.9443         8.8635
          1916.0634          0.2608         1.7890         8.5785
          1919.0714          0.4469         0.7822         9.5203
          1922.0793         -1.4561        -0.0812         8.9883
          1925.0873         -2.5398         1.1962        10.0774
          1928.0952         -2.1096         1.8450        11.0461
          1931.1031         -0.6623         2.5678        11.0963
          1934.1111         -1.2726         3.0211        10.8878
          1937.1190         -1.5387         3.1037         8.8113
          1940.1270         -0.4298         1.6021         9.5914
          1943.1349         -0.3420         1.4487         9.2770
          1946.1429         -2.1645         1.8194         8.4824
          1949.1508         -2.4682         3.0062         7.9476
          1952.1588         -1.2044         2.2294         9.1979
          1955.1667         -1.2128         1.2737         8.2155
          1958.1747         -1.0049         1.8812         8.3771
          1961.1826         -1.6958         3.2068         8.1703
          1964.1906         -2.3971         2.3729         7.9508
          1967.1985         -1.8931         1.7483         9.4560
          1970.2065         -1.3263         2.0256         9.3870
          1973.2144         -1.9329         1.0297         8.7569
          1976.2224         -0.8424         1.7192         9.0268
          1979.2303         -1.4352         3.4471         8.8807
          1982.2383         -0.0578         3.0738         9.1780
          1985.2462         -0.5644         1.3266         9.3648
          1988.2542         -1.9143         2.3982         8.3354
          1991.2621         -2.6212         3.5005        10.0660
          1994.2701         -2.0214         3.6907        11.5469
          1997.2780         -1.4456         2.4968         8.6769
          2000.2860         -1.8868         2.8423         7.8011
          2003.2939          0.2193         0.4105         7.4901
          2006.3019          1.4844        -0.3569         8.9686
          2009.3098          1.3205         0.0252         9.3146
          2012.3178          0.1218         0.5828         7.8789
          2015.3257         -0.1222         0.3171         8.9441
          2018.3337          0.1864         0.6872         7.8171
          2021.3416         -0.0082         1.0041         6.8847
          2024.3496         -1.3034         1.7189         7.6603
          2027.3575         -0.1975         1.9566         9.0226
          2030.3655          0.6188         1.3594         8.6237
          2033.3734         -0.2620         0.6325        10.0330
          2036.3814         -1.0238         1.1132         8.8472
          2039.3893         -1.5305         1.7786         8.2292
          2042.3973         -1.1597         2.1086        10.4218
          2045.4052         -0.4043         1.6135        10.0482
