Time                      Vx(km/s)         Vy(km/s)       Vz(km/s)       Density(cm^-3)Temp(eV)
          11403.137       -277.9546       114.4389       -12.5072        15.6754        95.0571
          11406.145       -283.3201       111.1035       -13.2798        17.5373        83.0372
          11409.153       -280.0418       115.7207       -12.6752        18.9297        75.7128
          11412.161       -280.5550       113.4021        -2.9807        18.4977        76.6873
          11415.169       -281.9201       108.9434        -8.7419        20.6620        74.5706
          11418.177       -282.3713       103.0894       -20.8199        19.6868        86.3980
          11421.185       -266.3626       101.1454       -24.2691        15.5877        97.0600
          11424.193       -254.2927        97.4829       -30.1269        16.4074        92.9151
          11427.201       -248.7732       111.3051       -28.4756        17.6359        93.8215
          11430.209       -253.5511       117.2038       -17.0546        19.0902        94.0147
          11433.217       -253.4459       112.7578       -14.6599        17.8491       104.9569
          11436.225       -250.8121       120.8983       -18.0935        16.5708       109.4987
          11439.233       -265.2294       124.5151       -19.4979        17.5307        96.3481
          11442.241       -285.6006       118.2205       -22.4172        18.8177        85.5163
          11445.249       -274.3188       120.9431       -19.3980        19.5384        75.7998
          11448.256       -260.1627       123.2410       -20.6293        20.9849        67.4127
          11451.264       -276.4591       119.8558       -22.4715        19.6947        78.9582
          11454.272       -285.5887       130.0819       -27.8662        16.3442        93.3651
          11457.280       -275.4812       129.0188       -31.6561        16.0640        91.5343
          11460.288       -280.2831       130.0902       -33.0900        15.8812        91.0634
          11463.296       -290.7057       132.4161       -31.5148        14.9124        94.9304
          11466.304       -281.2366       127.2440       -28.4263        15.4589        89.3215
          11469.312       -281.0039       134.5648       -23.8562        16.2155        84.9468
          11472.320       -281.7298       138.1895       -22.6263        15.8619        88.2074
          11475.328       -280.7772       133.2715       -19.6570        16.0895        88.9843
          11478.336       -278.2690       136.5757       -20.7268        15.8864        89.0402
          11481.344       -276.6980       142.5586       -23.1870        15.5967        89.4393
          11484.352       -267.2035       138.1226       -20.7584        16.1760        83.2705
          11487.360       -270.4134       128.7984       -20.4647        15.6111        83.9684
          11490.368       -282.5661       126.0732       -21.0834        15.1405        85.1113
          11493.376       -288.6250       123.0090       -20.4498        14.9990        84.4317
          11496.384       -290.4513       125.1908       -20.3409        15.3559        83.4194
          11499.392       -288.3105       128.6060       -20.7635        14.4818        85.4368
          11502.400       -291.7082       127.3433       -21.0375        15.2809        82.3132
          11505.408       -290.2276       128.0834       -22.4129        15.6706        82.5085
          11508.416       -286.5146       130.4186       -22.6399        14.9634        84.6314
          11511.423       -286.6146       130.0946       -21.4691        14.7596        82.7222
          11514.431       -280.6808       121.8284       -19.6160        14.7221        81.5022
          11517.439       -282.0216       117.6219       -20.6075        15.2061        79.4420
          11520.447       -286.1863       120.5885       -21.9415        15.3531        81.5683
          11523.455       -281.8208       124.1984       -21.1385        14.5672        85.9736
          11526.463       -279.5590       130.6870       -18.8853        14.5053        83.7962
          11529.471       -273.5854       122.5841       -19.2639        15.1880        80.5077
          11532.479       -277.6054       121.9425       -19.3068        15.0047        82.5423
          11535.487       -287.0256       126.9855       -19.5260        14.8708        84.5961
          11538.495       -286.8660       129.1539       -19.3313        14.9477        85.2363
          11541.503       -279.2428       121.6618       -19.5878        14.6536        87.0714
          11544.511       -280.0647       116.1764       -19.7959        14.4609        87.2111
          11547.519       -287.2649       127.0771       -19.1832        14.8963        86.1787
          11550.527       -282.1053       128.3864       -20.1008        15.0645        84.6549
          11553.535       -272.0477       121.3130       -19.4121        15.2841        81.3221
          11556.543       -273.1407       120.0290       -16.6871        15.1436        82.1507
          11559.551       -279.2730       122.6190       -14.8179        14.8550        85.0567
          11562.559       -278.9043       122.0161       -14.7276        15.2677        83.8514
          11565.567       -271.4638       119.1058       -16.5039        15.3024        83.7651
          11568.575       -263.8998       122.1563       -15.6790        14.8452        84.2858
          11571.582       -267.7644       121.8598       -15.3444        14.8816        87.2901
          11574.590       -277.5607       124.4652       -13.5430        15.2257        89.0654
          11577.598       -276.4559       122.3221       -14.7397        15.5573        85.8286
          11580.606       -270.3662       119.9622       -19.3511        15.2278        84.2129
          11583.614       -277.1326       121.1107       -20.1160        15.2499        81.4345
          11586.622       -275.4494       118.9908       -21.3669        15.2729        80.9430
          11589.630       -273.2058       118.7483       -20.8128        15.1349        83.6264
          11592.638       -273.2131       117.7044       -19.9222        14.8172        83.3717
          11595.646       -278.7281       119.0043       -18.8537        15.0170        80.8576
          11598.654       -279.9060       125.7331       -21.3287        14.5077        83.9327
          11601.662       -278.8324       124.7160       -21.4750        14.6316        85.5848
          11604.670       -271.1393       121.5539       -16.1818        15.0767        85.5246
          11607.678       -271.0496       118.4423       -13.0647        15.3954        86.1990
          11610.686       -268.4949       118.6194       -12.1924        14.8036        88.7588
          11613.694       -267.2514       119.4733       -13.0296        15.1411        86.3260
          11616.702       -279.7041       116.8207       -12.0184        15.4317        85.6413
          11619.710       -279.8458       115.4813       -14.6687        15.2772        85.1257
          11622.718       -265.3094       120.1323       -14.9335        14.5099        86.3465
          11625.726       -270.5805       119.8654       -13.2336        14.3546        88.3061
          11628.734       -272.3822       123.3026       -10.7885        14.7218        88.3906
          11631.741       -274.0987       120.0263       -12.4487        14.5830        91.8322
          11634.749       -271.6494       115.8535       -13.1341        14.1954        93.7500
          11637.757       -267.0408       119.8014       -10.6407        14.9095        86.3728
          11640.765       -275.3507       116.2735        -8.1666        15.2198        87.3415
          11643.773       -275.6497       114.4059        -7.5170        14.9676        91.2215
          11646.781       -269.5144       114.1593        -9.7063        15.0551        89.4080
          11649.789       -264.5051       110.8668       -12.1483        15.1054        87.1353
          11652.797       -266.2310       112.0653        -8.7411        15.2589        86.2008
          11655.805       -269.3130       111.3646        -7.5165        15.1327        85.2657
          11658.813       -270.8750       110.3190        -5.7570        15.4897        84.2996
          11661.821       -269.6003       104.2652        -6.3939        15.7997        81.7981
          11664.829       -268.1375       110.2091        -7.7232        14.7746        85.1125
          11667.837       -257.6879       113.5460        -9.0710        15.1638        81.9783
          11670.845       -256.7488       116.8573        -5.2727        16.1207        79.1137
          11673.853       -266.0570       111.8856        -4.2837        15.9619        82.8673
          11676.861       -260.4120       112.1914        -9.4886        15.3960        82.9351
          11679.869       -262.0107       119.6025        -6.2120        15.7230        81.3784
          11682.877       -260.7553       115.7395        -6.9331        16.0140        79.5607
          11685.885       -258.5753       117.9374        -4.5962        16.2494        78.6272
          11688.893       -263.9631       113.5132        -4.8371        16.2959        77.8862
          11691.901       -274.5755       111.0235        -3.0825        16.2497        79.9140
          11694.908       -272.0019       106.3151        -8.9888        15.9455        81.8215
          11697.916       -264.2277       105.4945       -10.4746        15.4331        82.0270
          11700.924       -258.9912       111.3462        -7.8649        15.4474        81.4818
          11703.932       -260.6347       109.1744       -10.5362        15.4947        82.2884
          11706.940       -262.4269       108.4831        -8.2499        15.5793        81.5847
          11709.948       -257.8267       108.0493        -9.6159        15.9178        81.1042
          11712.956       -261.8041       107.4501        -8.4486        16.2728        80.7687
          11715.964       -263.0934       102.8194        -7.4886        16.5883        79.6294
          11718.972       -261.8584        95.9860       -13.3407        16.5641        80.0590
          11721.980       -260.8947        99.2978       -12.5737        17.1020        78.0600
          11724.988       -256.3272       104.6946       -12.1465        16.1904        77.9247
          11727.996       -257.6430       111.9033       -13.4057        13.8455        83.8693
          11731.004       -261.5753       113.7205       -11.9646        13.0756        90.4304
          11734.012       -258.6073       116.0118       -10.1712        14.1031        87.1856
          11737.020       -251.9003       121.8152        -9.0802        14.2707        83.1029
          11740.028       -250.8827       125.3776        -8.9974        13.9866        84.6682
          11743.036       -247.1812       120.1942       -10.8145        14.1619        84.4752
          11746.044       -243.1549       121.2234       -13.6829        14.0035        84.6257
          11749.052       -241.4497       127.7737        -8.3699        14.1597        83.8870
          11752.060       -239.7900       128.2283        -9.2985        14.0675        87.4576
          11755.067       -242.5142       133.3868        -5.4746        13.2788        93.5979
          11758.075       -248.1850       128.0375        -2.2438        13.1400        93.3447
          11761.083       -251.5632       116.9072        -3.3847        13.0543        92.6987
          11764.091       -245.6003       121.5339        -7.1784        12.8847        96.8905
          11767.099       -239.5667       123.0005       -11.0116        12.7787        96.4441
          11770.107       -242.6310       117.5041       -14.8749        13.2274        91.5432
          11773.115       -240.8670       102.6155       -21.8025        14.3091        84.7122
          11776.123       -240.2887       102.5257       -18.2131        14.6700        85.0305
          11779.131       -239.9179       110.9241       -12.6615        14.5634        85.8305
          11782.139       -237.1500       113.1669       -12.1834        14.1230        85.8537
          11785.147       -242.9254       110.4994       -10.7514        15.0169        82.5354
          11788.155       -250.6843       108.6074        -7.2431        15.8136        80.4295
          11791.163       -254.9998       107.6464        -8.8689        16.3361        80.0522
          11794.171       -256.9334       108.9560        -8.5433        16.6110        79.1439
          11797.179       -271.8632       104.9311       -10.2938        17.0097        79.4027
          11800.187       -276.0590       101.3156       -16.9094        16.8495        84.2864
          11803.195       -272.2474       108.3069       -10.5032        16.3466        89.2300
          11806.203       -274.1905       106.3563        -9.6479        15.7283        90.3550
          11809.211       -270.7741       107.7300       -13.1011        15.3316        93.0171
          11812.219       -269.8116       105.6643       -14.8165        15.9707        90.0648
          11815.226       -271.3940       107.6744       -14.0875        15.5555        92.0693
          11818.234       -271.9036       104.1075       -13.5283        16.0265        90.0235
          11821.242       -267.6493       105.4836       -14.2381        16.4362        86.1768
          11824.250       -265.8902       110.9280       -14.2779        15.9378        87.0955
          11827.258       -265.3282       106.9125       -14.2641        16.0252        85.8826
          11830.266       -261.9790       108.1279       -10.8029        16.2175        84.6617
          11833.274       -267.5559       103.3719        -8.5047        16.7792        82.3450
          11836.282       -269.5482       106.6146        -6.6517        17.0772        80.8581
          11839.290       -266.1688       110.4080       -10.1627        16.9243        81.3053
          11842.298       -264.5224       105.9630       -14.6644        16.8670        81.1580
          11845.306       -262.7456       107.4931       -11.8875        16.8481        81.8967
          11848.314       -261.5186       108.5064       -12.6366        16.2777        84.3457
          11851.322       -263.3265       108.3135       -12.4226        15.4957        87.0695
          11854.330       -269.4148       106.6615        -8.8962        15.5625        87.4314
          11857.338       -271.3645       106.9059        -7.5231        16.2445        83.1549
          11860.346       -265.7506       110.2594        -9.8904        16.2043        82.8550
          11863.354       -262.5090       109.1005       -11.3597        15.9850        83.1860
          11866.362       -267.2644       109.0379        -8.3063        16.1098        84.3859
          11869.370       -261.8314       113.1131        -8.0363        16.5358        82.3890
          11872.378       -261.6239       114.9281        -8.6882        16.0994        84.8420
          11875.386       -273.6970       108.5227        -6.2401        15.5345        89.5065
          11878.393       -271.1793       111.0671        -6.3626        15.8244        89.1144
          11881.401       -265.4291       102.6240       -12.3029        16.7054        85.2870
          11884.409       -268.8116       104.3136       -10.6043        17.2374        83.1058
          11887.417       -275.3209       118.5303        -2.4679        16.7603        84.1291
          11890.425       -272.6577       113.4560        -7.2502        16.4662        82.5134
          11893.433       -269.7010       111.4363       -11.3256        16.1315        83.4917
          11896.441       -267.2651       112.0160       -13.7917        16.3515        83.6597
          11899.449       -265.2997       113.2135       -13.4976        16.0126        85.8503
          11902.457       -266.0690       110.9219       -11.3611        15.8380        86.5229
          11905.465       -272.2633       115.6404        -7.3772        16.3277        87.3517
          11908.473       -271.2357       111.5098       -11.0240        16.3140        86.3062
          11911.481       -267.9439       108.6257        -9.2580        16.3851        83.3509
          11914.489       -266.6750       108.4670       -14.5479        16.1504        85.4722
          11917.497       -265.1516       110.7955       -16.1022        16.7596        84.7243
          11920.505       -271.2119       107.0007       -13.7105        16.5079        87.2370
          11923.513       -266.1342       108.8354       -16.6628        15.8517        89.1458
          11926.521       -268.4123       108.2874       -13.7680        16.0336        87.9622
          11929.529       -269.2489       110.4217       -11.8954        16.2812        87.3731
          11932.537       -272.3812       107.9253       -14.6755        16.1675        86.0434
          11935.545       -268.5783       105.1063       -20.0580        16.0116        84.7286
          11938.552       -266.7407       113.5966       -16.8352        15.7129        86.4701
          11941.560       -273.1482       110.2550       -18.6748        16.0392        86.5245
          11944.568       -268.4570       108.4686       -17.0199        16.1182        82.9322
          11947.576       -269.8901       104.2822       -16.6893        16.0846        82.8345
          11950.584       -273.0693       101.9930       -18.9497        15.9875        85.5328
          11953.592       -273.3984       106.8460       -17.5087        15.2999        87.4096
          11956.600       -269.6993       107.4393       -17.7467        15.0366        86.5872
          11959.608       -264.4438       112.0799       -13.4204        14.4280        87.7145
          11962.616       -256.4839       126.5179        -3.5027        14.4657        87.0218
          11965.624       -262.3520       130.5441         6.8243        14.7952        83.7865
          11968.632       -264.1257       129.7097         5.7116        14.5704        84.3785
          11971.640       -261.1624       128.1901         1.2346        14.5640        82.5452
          11974.648       -263.5307       122.9843        -2.4382        14.6571        84.3192
          11977.656       -263.7744       124.8759        -3.7910        14.6966        84.9345
          11980.664       -258.8115       125.7117        -8.3940        14.9068        83.0775
          11983.672       -259.8865       123.1177        -6.3369        15.0540        82.0674
          11986.680       -265.9237       123.0300        -6.0189        15.2236        84.6255
          11989.688       -265.6737       123.1413        -9.2479        15.4006        84.8128
          11992.696       -258.7831       122.3317       -10.7874        15.4349        84.7998
          11995.704       -255.6247       119.1095       -13.8684        15.2065        84.7738
          11998.711       -259.1690       114.7024       -13.1475        15.6314        82.7295
          12001.719       -262.3959       122.0950       -10.5721        15.3436        87.1171
          12004.727       -259.2929       124.3791       -10.5920        14.8246        87.9253
          12007.735       -260.5467       119.3380       -11.5268        14.9477        86.4890
          12010.743       -253.8670       120.1389       -15.2289        14.6536        85.6962
          12013.751       -258.2925       117.0163       -13.5440        14.4913        87.3242
          12016.759       -261.7837       117.3058       -14.6770        14.8410        88.3185
          12019.767       -261.2910       123.5587       -13.7090        14.5861        87.6569
          12022.775       -262.1329       117.6606       -15.1964        14.6700        86.5127
          12025.783       -264.6887       121.3260        -9.7568        15.1516        85.8501
          12028.791       -261.8763       118.5866        -8.0591        15.1068        85.4527
          12031.799       -263.3545       114.3882       -13.8738        14.6281        88.2916
          12034.807       -261.2331       117.6316       -16.7886        14.2832        92.9776
          12037.815       -255.3992       118.6162       -17.3522        14.6501        90.5267
          12040.823       -254.0560       116.3939       -15.4801        14.9935        85.8670
          12043.831       -262.6688       113.5934       -16.1854        15.1460        86.5703
          12046.839       -262.5398       113.9449       -17.3635        15.3814        87.3967
          12049.847       -261.0581       113.3782       -16.1514        15.5394        87.1392
          12052.855       -260.3084       102.8448       -20.6919        15.9059        85.0483
          12055.863       -256.6112       106.0100       -20.8189        15.9507        83.4336
          12058.871       -259.7496       119.5161       -11.3685        16.1175        83.6797
          12061.878       -265.7788       115.7766        -9.0253        16.6614        83.3746
          12064.886       -260.9711       112.3411        -9.3952        15.4010        87.1485
          12067.894       -259.8761       108.7689       -10.7832        15.5635        85.8463
          12070.902       -260.9731       114.5201       -11.4167        16.6512        83.7339
          12073.910       -267.4671       114.2283       -10.5879        15.8724        89.0379
          12076.918       -260.0327       105.4964       -17.5407        15.3184        90.9206
          12079.926       -247.9415       114.8894       -20.3597        15.1585        88.2430
          12082.934       -251.0052       116.4361       -15.1695        15.5276        85.9358
          12085.942       -252.8888       116.3714       -17.3913        15.1603        86.4625
          12088.950       -257.5415       117.9673       -14.7644        15.6213        85.4651
          12091.958       -264.0708       114.9485       -12.2162        15.4195        87.5141
          12094.966       -262.2773       111.1342       -15.1430        15.0037        89.5462
          12097.974       -257.4762       111.4733       -18.2576        15.5163        88.0446
          12100.982       -265.3888       108.4994       -15.6912        16.1938        83.5634
          12103.990       -263.9454       103.8467       -20.4870        15.5493        84.8703
          12106.998       -257.5603       112.5164       -20.7823        14.3878        90.1957
          12110.006       -260.5666       111.4452       -18.3463        14.2769        91.8144
          12113.014       -258.1476       111.2101       -18.7968        15.1386        86.6209
          12116.022       -262.1250       112.7662       -17.9485        15.7549        84.3323
          12119.030       -264.8515       111.6159       -20.1765        15.7132        84.7734
          12122.037       -269.6030       109.9871       -21.0097        15.6482        86.0915
          12125.045       -268.0384       106.2752       -24.1126        15.3922        86.5151
          12128.053       -263.9265       109.8169       -23.5629        15.7261        84.0164
          12131.061       -262.8672       106.6048       -26.3842        16.1945        84.4034
          12134.069       -257.8867       106.9071       -28.5285        15.9843        84.8135
          12137.077       -256.6143       108.6727       -27.5111        15.7864        86.6446
          12140.085       -262.5741       113.1588       -22.7542        15.5398        86.8165
          12143.093       -267.5784       117.6771       -21.6969        15.7076        84.1064
          12146.101       -272.5997       116.0090       -22.9576        15.7909        84.5563
          12149.109       -270.4594       117.2094       -22.7856        15.4342        87.1376
          12152.117       -271.0384       117.2208       -22.6834        15.0960        86.4557
          12155.125       -270.4490       119.3990       -21.6158        15.2324        85.4008
          12158.133       -266.9907       119.7194       -19.8852        15.1950        85.5792
          12161.141       -268.7028       120.0097       -18.5269        14.8498        86.1322
          12164.149       -271.5156       119.4210       -17.8116        15.0498        86.1849
          12167.157       -272.3274       118.2436       -17.5034        15.0194        85.3842
          12170.165       -273.6910       121.0947       -14.8679        14.8110        84.5158
          12173.173       -274.7234       122.6300       -15.6459        14.4836        85.7567
          12176.181       -275.2901       121.5314       -16.4110        14.3605        86.2416
          12179.189       -276.8497       118.8721       -15.7597        14.5938        84.9898
          12182.196       -275.2376       117.2415       -17.4813        15.3229        83.0373
          12185.204       -270.7779       113.3052       -17.5289        15.4664        80.7865
          12188.212       -272.1358       116.0194       -16.5484        14.8200        81.6660
          12191.220       -268.3251       123.5743       -16.0179        14.7693        83.1200
          12194.228       -264.9521       120.4524       -18.4465        14.6518        83.2290
          12197.236       -267.6515       116.9863       -18.2024        14.7525        82.5492
          12200.244       -275.9908       116.6525       -15.9971        14.6438        84.0464
          12203.252       -268.4258       120.8037       -16.4485        14.0342        86.9232
          12206.260       -268.8409       118.9157       -15.9594        14.2206        86.0266
          12209.268       -270.2741       122.3921       -16.6530        14.7480        84.2710
          12212.276       -269.9698       117.5349       -16.1540        14.5567        83.2339
          12215.284       -270.6538       117.5876       -13.1868        14.1811        83.0250
          12218.292       -270.9675       121.0529       -11.8926        14.6088        84.1164
          12221.300       -269.4412       121.6758       -14.3974        14.8012        84.6513
          12224.308       -272.3697       119.2224       -14.5836        14.2902        85.1460
          12227.316       -275.7963       122.1043       -13.8542        14.2923        83.7350
          12230.324       -270.4890       124.7969       -14.3259        14.4389        87.4901
          12233.332       -269.9691       119.6248       -14.3168        14.7742        87.8817
          12236.340       -273.9479       117.0855       -12.8431        15.4814        83.1404
          12239.348       -269.2144       117.4072       -13.6096        14.9676        83.4039
          12242.355       -265.3205       117.2307       -15.9692        14.8015        84.2581
          12245.363       -267.5500       122.1781       -14.0548        14.4367        83.5270
          12248.371       -270.7592       119.4334       -14.3132        14.5745        84.3082
          12251.379       -272.5095       118.9465       -16.1050        14.5756        85.6094
          12254.387       -269.7977       122.8623       -15.5259        14.4168        85.2966
          12257.395       -273.3335       119.2791       -14.5109        14.5077        85.7372
          12260.403       -269.5858       115.3524       -16.7042        14.5504        86.0984
          12263.411       -269.6104       115.3232       -16.9425        14.6088        86.4783
          12266.419       -267.1569       116.5359       -16.8334        15.0040        85.4099
          12269.427       -271.6993       120.7702       -15.0210        14.7197        85.5623
          12272.435       -268.4224       121.6881       -16.4897        14.6494        85.4162
          12275.443       -268.7752       120.2850       -17.6773        14.9642        84.5600
          12278.451       -271.2969       117.1018       -16.1213        14.7788        84.0697
          12281.459       -269.4729       113.5678       -17.7434        15.1753        80.6319
          12284.467       -267.9653       120.6981       -16.3085        15.3429        81.0574
          12287.475       -267.3663       118.2535       -15.1884        14.7344        84.0091
          12290.483       -269.1159       116.1462       -15.5280        14.7823        86.9859
          12293.491       -265.6306       119.9825       -15.3045        15.2894        86.1463
          12296.499       -261.6022       116.8818       -16.2188        15.1890        84.9075
          12299.507       -265.6681       113.0515       -17.3883        14.9271        86.2890
          12302.514       -274.0023       114.9188       -16.1792        14.9428        87.8101
          12305.522       -269.7272       121.5738       -14.9658        14.9169        88.1694
          12308.530       -263.3249       119.8451       -15.4401        15.1708        86.0033
          12311.538       -268.3645       115.2521       -14.2943        15.1950        84.2600
          12314.546       -265.7646       120.7027       -14.2291        15.1134        84.6325
          12317.554       -263.1542       122.9813       -15.2433        15.2674        84.8587
          12320.562       -259.0705       118.3310       -18.7194        15.1582        84.6905
          12323.570       -263.9704       119.9785       -16.0588        15.6346        81.9245
          12326.578       -264.5007       121.3249       -15.3848        15.4149        82.9704
          12329.586       -261.2817       117.3007       -18.4417        15.4821        82.5427
          12332.594       -265.6625       119.2939       -15.8683        14.6928        83.1651
          12335.602       -264.2558       118.1455       -14.5463        14.4840        82.5879
          12338.610       -263.7315       122.9735       -12.6716        14.1622        84.6476
          12341.618       -266.3822       117.8088       -14.4214        14.1094        84.9797
          12344.626       -268.5775       116.6802       -13.0878        14.3500        84.1506
          12347.634       -270.2012       118.8859       -12.8291        14.1885        85.9914
          12350.642       -268.8714       114.0241       -14.1303        14.2150        86.4786
          12353.650       -269.7748       118.0946       -12.0446        14.3532        84.9384
          12356.658       -265.0149       116.4979       -14.3948        13.6209        85.3510
          12359.666       -265.4173       119.4197       -12.5594        13.7306        84.6902
          12362.674       -267.5748       118.7142       -13.9635        14.1713        84.5447
          12365.681       -260.9649       114.2701       -16.9319        13.9286        83.7473
          12368.689       -258.7378       116.5055       -16.2447        13.4568        84.8867
          12371.697       -261.2138       115.3359       -15.3635        13.5631        84.0443
          12374.705       -265.0867       115.6067       -13.2407        13.9608        84.3090
          12377.713       -260.6812       116.4951       -14.4822        14.0304        83.8061
          12380.721       -266.3884       116.4673       -12.7748        13.8992        85.7557
          12383.729       -261.5376       116.4949       -13.3892        14.2434        83.7749
          12386.737       -256.8011       116.6459       -16.3033        14.0195        83.4541
          12389.745       -261.8108       115.4201       -15.1979        13.8443        84.2298
          12392.753       -262.0379       118.0651       -14.6859        13.8912        84.7752
          12395.761       -263.8720       120.4370       -12.5393        13.9003        83.7276
          12398.769       -261.6674       117.4676       -13.2023        14.1556        81.3568
          12401.777       -259.2762       114.1317       -14.1737        14.0356        82.0231
          12404.785       -259.4398       114.8875       -14.6685        13.6810        84.2052
          12407.793       -265.0663       114.6272       -14.5742        13.8646        83.5943
          12410.801       -264.3271       118.4542       -15.1400        14.0437        82.6237
          12413.809       -257.5478       120.5137       -13.9356        14.4602        80.8135
          12416.817       -261.5569       118.0310        -8.5052        14.3700        82.4292
          12419.825       -257.9801       118.5787        -8.1272        13.4869        86.8142
          12422.833       -262.8629       120.6352        -5.9504        13.8684        85.6343
          12425.840       -265.9786       115.0991        -8.4785        14.4563        82.1655
          12428.848       -265.2259       112.0117       -11.4678        14.5354        83.2431
          12431.856       -264.8171       119.5413        -9.4415        14.8060        83.7712
          12434.864       -262.6745       116.6093        -8.6305        15.1908        81.4265
          12437.872       -267.2249       108.6713       -10.6603        14.5644        84.5190
          12440.880       -264.1697       115.0022        -9.3497        14.7225        82.5401
          12443.888       -264.0908       120.9435        -7.2256        14.8354        81.3640
          12446.896       -265.6229       114.8279        -8.3129        14.7896        79.5316
          12449.904       -264.6576       115.2361       -10.9517        14.6420        81.4666
          12452.912       -260.8857       120.8170       -11.3707        14.3563        82.8608
          12455.920       -252.5000       121.4001       -11.3709        14.0751        82.6459
          12458.928       -263.1773       117.7201        -9.3929        13.9115        84.4234
          12461.936       -266.0025       118.7485        -7.6152        14.2860        81.9391
          12464.944       -257.0067       115.8206        -9.0890        14.7043        78.1237
          12467.952       -262.3774       116.9935        -8.0145        14.8218        78.9645
          12470.960       -257.8686       116.5230       -10.8932        15.3475        77.1967
          12473.968       -251.0416       116.1967        -8.5523        15.1764        77.3420
          12476.976       -266.2887       116.0885        -0.7940        15.2450        78.6640
          12479.984       -261.2286       116.2642        -3.9772        14.8264        79.5636
          12482.992       -258.0050       111.6386        -7.5968        14.5850        79.3906
          12485.999       -260.3980       113.6156        -7.5471        14.4840        80.9110
          12489.007       -259.9556       122.9600        -2.7700        14.8822        81.7226
          12492.015       -270.6288       116.0005        -1.0369        15.4352        80.9362
          12495.023       -271.0083       111.0611        -4.8852        14.5721        83.9224
          12498.031       -257.5455       115.3951        -5.0112        14.1304        85.0327
          12501.039       -262.6969       116.2946        -3.5033        14.1059        84.2970
          12504.047       -264.3317       116.6055        -4.2982        14.1751        82.4749
          12507.055       -260.7657       116.6287        -3.3112        14.8889        82.0707
          12510.063       -270.4690       120.1420         2.0201        15.4380        85.2085
          12513.071       -270.9309       121.9129         1.7669        15.0422        85.2174
          12516.079       -265.6546       118.8369        -2.6148        14.1231        83.6912
          12519.087       -263.8820       112.5428        -4.8353        13.7212        82.8205
          12522.095       -260.7789       120.6821        -0.6837        14.1447        82.3581
          12525.103       -257.9934       121.9150         0.3587        14.3763        83.4522
          12528.111       -261.7507       122.5470         2.4944        14.1927        85.9555
          12531.119       -254.8082       129.5700         2.9981        14.0744        89.1389
          12534.127       -255.4332       122.5696         3.7983        14.5109        86.1863
          12537.135       -259.9583       114.6947         3.5167        15.0047        81.4712
          12540.143       -263.0874       116.4353         1.5172        14.6578        83.6367
          12543.151       -266.1057       110.7515        -1.6218        14.1479        87.3037
          12546.158       -257.3138       114.3590        -0.7633        13.9709        84.4953
          12549.166       -257.4709       117.8325         0.2647        14.4616        81.6500
          12552.174       -253.2461       118.8182        -3.2011        14.0231        83.4955
          12555.182       -256.4815       115.9118        -2.8842        13.2001        85.7630
          12558.190       -248.2231       109.6108       -10.2352        13.5939        80.9566
          12561.198       -254.3599       104.2297       -15.7330        13.5754        82.5579
          12564.206       -261.3330        98.2444       -19.7303        13.7194        85.6244
          12567.214       -265.8142        95.9479       -11.2574        14.2640        83.4188
          12570.222       -267.6258        94.1593        -8.5257        13.2740        91.0912
          12573.230       -265.3860        88.5659       -23.1491        13.9330        96.9699
          12576.238       -263.0648        89.3909       -32.2627        15.1392        87.4080
          12579.246       -268.8818       103.5296       -28.1177        13.2717        89.6562
          12582.254       -271.7327       103.8049       -27.0734        15.3005        75.9375
          12585.262       -272.5312        98.1894       -34.8025        16.4529        74.5522
          12588.270       -270.3590       102.4528       -29.4289        15.7609        78.5575
          12591.278       -246.1601        95.7745       -36.1558        15.4152        75.1505
          12594.286       -224.3577       103.4941       -36.0624        16.5795        72.6117
          12597.294       -225.3454       123.5052       -28.1138        15.1370        75.9625
          12600.302       -244.2038       125.5163       -30.6107        14.6416        76.2869
          12603.310       -253.2980       115.7382       -29.7448        15.1912        72.4233
          12606.318       -267.5623       108.6002       -26.8380        14.4574        79.6577
          12609.325       -277.6176       105.4474       -21.8935        15.2183        80.3272
          12612.333       -275.8196       103.0480       -26.4241        15.4238        80.5924
          12615.341       -276.8083       104.8922       -42.7212        13.8311        97.2623
          12618.349       -274.3271       110.1807       -42.9504        13.4215       102.2795
          12621.357       -272.0350       117.6462       -40.2551        12.9487       100.8140
          12624.365       -266.0852       121.4826       -39.1353        12.7192        97.4926
          12627.373       -264.4751       114.1952       -32.7440        13.4044        94.2927
          12630.381       -270.4771        99.8847       -25.2909        14.9542        88.5282
          12633.389       -272.1093        94.5269       -23.4401        15.8686        87.4228
          12636.397       -269.4742       102.3174       -17.3074        13.6304        94.5684
          12639.405       -272.5770       116.2216       -10.2027        12.6846       100.7865
          12642.413       -272.5876       119.3898       -11.0332        13.4785        98.1591
          12645.421       -269.4022       111.6404        -7.9008        13.5489        92.5389
          12648.429       -260.4171       105.7555         1.8999        13.5812        93.2037
          12651.437       -247.9618       101.7201        -1.6399        14.8544        87.2311
          12654.445       -247.4723       105.6471       -12.7527        14.2773        87.2770
          12657.453       -241.7990       112.1214       -14.2456        14.7375        87.5543
          12660.461       -233.7680       118.4247       -14.9536        14.8512        89.6588
          12663.469       -234.5559       112.9156       -12.7473        14.9970        88.2174
          12666.477       -250.2923        98.5433       -12.7427        15.4324        92.1230
          12669.484       -265.4504       104.8118       -26.5737        15.2660       104.7426
          12672.492       -272.8268       109.5329       -39.1977        14.8155       108.2066
