Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2007-06-08/08:12:36          9.7427         3.8216        35.0601        36.5888       -73.3999       102.8704       -36.9868       131.6734         2.1698       468.7684
2007-06-08/08:12:39          6.5845         2.5410        37.0821        37.7478       -85.0078       105.3231       -32.8793       139.2850         2.5046       457.0312
2007-06-08/08:12:42          8.8173         2.9978        36.8779        38.0356       -72.9806        87.9288         0.5091       114.2711         2.5293       393.5732
2007-06-08/08:12:45          8.2834         0.9248        36.4545        37.3952       -86.6042        52.1753       -30.7618       105.6827         2.7986       407.0287
2007-06-08/08:12:48          7.6784         0.4841        36.9646        37.7568       -77.4297        39.9897        22.4525        89.9924         2.3614       399.3245
2007-06-08/08:12:51          9.6334        -2.0956        35.8039        37.1365      -102.1849         7.2660        -9.4701       102.8797         3.1558       313.4642
2007-06-08/08:12:54          6.7057        -2.3516        38.0816        38.7390      -109.1355        95.3772       -24.8942       147.0615         2.9156       286.5963
2007-06-08/08:12:58          9.8797         8.2313        40.3662        42.3650       -94.1749       127.0904        -0.6919       158.1815         4.7809        76.3405
2007-06-08/08:13:01         10.0764         6.9738        40.6179        42.4262      -108.3545       111.8297        -4.2859       155.7721         5.1969        46.3562
2007-06-08/08:13:04         10.7308         4.0308        40.7089        42.2920      -110.0289        89.8843        -5.5490       142.1842         5.5717        42.2376
2007-06-08/08:13:07         10.9622         2.2305        40.3265        41.8494      -108.9635        89.6647       -11.2625       141.5615         5.8626        44.4144
2007-06-08/08:13:10          9.5273         3.1937        40.5806        41.8061       -65.5761        74.9215       -26.2722       102.9742         5.1193        43.2775
2007-06-08/08:13:13          9.7470         3.6851        40.9311        42.2367       -64.9930       102.8294       -26.1871       124.4337         4.4522        40.2621
2007-06-08/08:13:16         10.0738         3.8571        40.7335        42.1376       -91.2320       123.6662       -19.1637       154.8672         4.2750        42.5453
2007-06-08/08:13:19         12.4159         3.1843        39.8126        41.8251      -125.6255       127.8034        -4.8618       179.2738         4.4903        45.2512
2007-06-08/08:13:22         13.8860         2.6110        38.6113        41.1154      -117.3446       115.3378         2.7515       164.5605         4.3294        59.3051
2007-06-08/08:13:25          8.2653         1.1010        36.5514        37.4904       -90.8383       102.7440        13.2300       137.7786         4.7432       124.7646
2007-06-08/08:13:28          8.6067         0.4472        34.6358        35.6920       -88.0694       106.8891         0.3333       138.4977         3.1679       289.9584
2007-06-08/08:13:31          9.4247         0.0299        34.2347        35.5083      -107.0797       123.5982         3.3877       163.5667         2.7065       358.8072
2007-06-08/08:13:34         10.1460         1.7405        32.4903        34.0822       -98.9525       106.0173        20.8633       146.5147         2.8957       387.2028
2007-06-08/08:13:37         11.3830         2.5120        33.7799        35.7346      -102.3858       123.2605        -6.6133       160.3737         2.6739       414.7260
2007-06-08/08:13:40          9.1676         3.5361        33.6494        35.0547       -54.1276       147.9716         4.8878       157.6365         1.3203       656.5587
2007-06-08/08:13:43         10.9585         2.9962        31.6614        33.6380       -39.0095       141.8403       -20.8214       148.5730         2.1293       541.6329
2007-06-08/08:13:46          8.1223         2.8148        32.4161        33.5365        19.1640       153.6425       -47.1783       161.8613         2.9770       466.5698
2007-06-08/08:13:49          8.3407         1.4604        33.6825        34.7305        22.6648       147.7237       -31.3829       152.7118         1.1300       972.0146
2007-06-08/08:13:52          8.1569         0.2619        33.0916        34.0831        45.2728        95.8943       -25.6813       109.1094         1.3447       890.0847
2007-06-08/08:13:55          7.4883        -0.1105        33.3745        34.2045        44.9575        63.8863       -17.5800        80.0731         0.9584      1207.4926
2007-06-08/08:13:58          7.2956         0.1395        33.5847        34.3683        14.4459        44.8782       -18.5940        50.6801         0.8538      1378.8839
2007-06-08/08:14:01          8.1096         0.2979        33.4509        34.4212        -5.7777        32.8972       -12.1517        35.5425         0.7920      1481.7318
2007-06-08/08:14:04          8.3561         0.2376        33.2619        34.2963       -20.0636        16.7994        -5.3805        26.7155         0.7669      1548.5452
2007-06-08/08:14:07          8.4346         0.4528        32.9873        34.0516       -23.7790         2.6113         2.6900        24.0727         0.8391      1468.7759
2007-06-08/08:14:10          8.9030         1.7160        32.7307        33.9633       -45.3000        -2.3204        10.2995        46.5140         1.0403      1140.4874
2007-06-08/08:14:13          9.0225        -0.0997        32.1226        33.3658       -38.2870       -16.0560         8.0194        42.2847         1.3280       955.4722
2007-06-08/08:14:16          8.8038         0.8698        32.4547        33.6388       -56.8738        14.5007         2.8945        58.7646         1.5390       793.6956
2007-06-08/08:14:19         10.1442        -1.3361        33.1753        34.7173       -58.1929        -8.8554        -7.6824        59.3620         1.5581       723.0742
2007-06-08/08:14:22         10.1228         0.3348        33.2261        34.7355       -29.9922        16.0427         1.3467        34.0399         1.1382       898.8102
2007-06-08/08:14:25          9.9064         1.8395        32.8853        34.3942       -21.7447        13.4466         0.5630        25.5727         2.1464       513.3458
2007-06-08/08:14:28          9.0210         2.8870        33.0362        34.3672        -6.6682         4.7051        -3.8629         9.0291         2.2823       494.5999
2007-06-08/08:14:31          8.3561         1.8391        32.9712        34.0633         6.7542        14.9776       -14.6934        22.0419         2.1282       526.5056
2007-06-08/08:14:34          8.5023         0.6476        32.5532        33.6514         3.7397        42.7316       -24.3725        49.3356         2.0882       544.8005
2007-06-08/08:14:37          7.7214        -0.4038        32.5983        33.5028       -13.1183        50.1615       -18.0523        54.9013         1.6046       734.4137
2007-06-08/08:14:40          9.0493        -0.4969        32.5332        33.7720       -16.3931        54.3158       -14.7652        58.6255         1.4307       832.0029
2007-06-08/08:14:43          8.9178        -0.7146        32.6589        33.8621        27.8182        48.0030        -8.6385        56.1495         1.1308      1040.3832
2007-06-08/08:14:46          9.7457        -0.2436        32.6140        34.0398         2.8230        39.4295        -1.3836        39.5546         1.3464       898.5657
2007-06-08/08:14:49         10.3327        -0.3691        32.6760        34.2728       -13.0058        29.6781         6.4597        33.0404         1.1723       970.1710
2007-06-08/08:14:52         11.3831         2.6538        32.5038        34.5415       -38.9777        19.6610        19.4139        47.7777         1.0437      1101.6439
2007-06-08/08:14:55         10.6160         1.3350        32.4184        34.1385       -54.8826        11.9870        10.8053        57.2062         1.1164      1044.2418
2007-06-08/08:14:58         10.8949         0.1962        32.2687        34.0589       -50.6962        54.4150         8.6581        74.8736         1.4899       828.1815
2007-06-08/08:15:01          9.8661         0.4324        32.4675        33.9362       -62.5761        55.0761         5.4510        83.5395         1.8261       672.5992
2007-06-08/08:15:04          9.7082         1.1485        33.1781        34.5884       -66.4574        46.9687         0.1680        81.3798         1.7517       673.5333
2007-06-08/08:15:07          9.7437         1.5168        33.5859        35.0036       -69.3717        49.0823       -14.9406        86.2828         1.7805       632.7401
2007-06-08/08:15:10         10.1532        -0.5843        34.2387        35.7172       -71.6928        55.9379        -3.5734        91.0037         1.6763       636.3019
2007-06-08/08:15:13         10.1074        -0.3177        35.3272        36.7461       -82.5019        65.3595         1.2247       105.2612         1.8475       515.8866
2007-06-08/08:15:16         10.9045         0.8519        35.1732        36.8346       -72.7918        41.0602         7.4403        83.9043         1.7824       484.3597
2007-06-08/08:15:19          6.5213       -10.8669        36.1707        38.3267      -103.1051        47.0240        -5.2337       113.4430         2.5390       382.7172
2007-06-08/08:15:22         10.8785        -1.7235        40.7315        42.1944      -109.5826       138.7357         3.0834       176.8204         3.7335       138.5998
2007-06-08/08:15:25         12.5897         0.7666        41.2512        43.1365       -92.9031       165.4279       -15.9990       190.4031         5.3201        51.7346
2007-06-08/08:15:28         12.9813        -0.4714        40.9464        42.9574      -113.5610       119.2879        -3.3097       164.7321         6.0517        45.7690
2007-06-08/08:15:31         10.6383        -0.8346        38.5200        39.9708      -145.3086        50.8213         5.2377       154.0286         5.5917        75.1506
2007-06-08/08:15:34         11.0707        -2.1838        40.0703        41.6288      -112.4755       133.4332       -29.4852       176.9874         3.8930       141.2244
2007-06-08/08:15:37         15.4789        -1.3642        39.7678        42.6958       -86.7484       108.4527       -12.7121       139.4592         3.9301        76.3695
2007-06-08/08:15:40         11.4368        -0.1615        39.5709        41.1908      -108.7035       121.5234       -11.2397       163.4341         5.0395        78.6914
2007-06-08/08:15:43         12.6397         1.4926        39.0251        41.0481      -101.5678       110.7077       -16.3572       151.1283         4.8393        63.0023
2007-06-08/08:15:46         15.4465         1.7434        38.7060        41.7108      -105.3850       119.2176        -9.0091       159.3738         4.9653        61.7845
2007-06-08/08:15:49         16.2154         3.3675        37.3765        40.8813      -133.4761       124.7733        15.1856       183.3435         4.2793       128.0388
2007-06-08/08:15:52         11.6606         0.8632        33.9995        35.9538      -123.2111       134.0648        -2.4918       182.1004         3.9244       223.4011
2007-06-08/08:15:55          8.9717         0.7704        33.4895        34.6790       -94.8658       139.4559        -1.2030       168.6681         4.1790       243.2781
2007-06-08/08:15:58          9.4597         0.7909        34.1206        35.4164       -89.1599       152.9783        14.4813       177.6557         1.6822       667.5554
2007-06-08/08:16:01          8.7012         0.6928        33.5919        34.7074       -57.4298       150.5755         3.5485       161.1948         1.2000       945.8604
2007-06-08/08:16:04          8.5747         0.1823        33.4041        34.4876       -82.6141       151.5530         1.2781       172.6124         1.3587       893.0051
2007-06-08/08:16:07          7.6476         1.3367        33.3559        34.2474       -12.8930       154.7358         2.0068       155.2850         1.0569      1141.8027
2007-06-08/08:16:10          7.9587         1.9055        33.9723        34.9441       -44.7282       147.4678        -2.3690       154.1200         1.4997       787.8912
2007-06-08/08:16:13          8.7172         0.5466        33.8082        34.9182       -18.4870       119.1120         1.0425       120.5427         1.0550      1136.6818
2007-06-08/08:16:16          8.8427         2.9493        33.9699        35.2256       -24.9095        78.0427         1.7150        81.9395         1.0221      1168.1909
2007-06-08/08:16:19          9.0868         2.5048        33.7590        35.0501       -19.4163        37.8699        -5.9554        42.9719         0.8648      1323.8521
2007-06-08/08:16:22          8.5651         2.0180        34.2607        35.3727       -57.2560        22.7577         2.1156        61.6493         1.2550       901.3273
2007-06-08/08:16:25          9.1631         1.1572        34.3792        35.5982       -44.4661        35.7263        -9.8534        57.8852         1.9119       551.7078
2007-06-08/08:16:28          8.9134         0.1038        35.0341        36.1504       -57.0758        69.0447       -24.6090        92.9000         2.3291       474.6056
2007-06-08/08:16:31          8.2676        -0.0939        34.3501        35.3312       -43.0064        76.5905       -23.1892        90.8482         2.7328       429.0079
2007-06-08/08:16:34          8.1463         1.3919        34.1461        35.1320       -59.1773        71.0293       -19.2559        94.4346         3.3291       350.5901
2007-06-08/08:16:37          7.2693         1.9513        33.7733        34.6018       -71.9833        90.7604       -25.0594       118.5201         3.4569       339.5840
2007-06-08/08:16:40          8.6349         2.1958        33.5128        34.6770       -73.4971        80.4331       -36.7246       114.9783         3.2992       369.0791
2007-06-08/08:16:43         11.4014        -0.5671        34.7152        36.5439       -68.8606        98.5390       -39.9546       126.6811         2.5872       445.4040
2007-06-08/08:16:46         11.1730        -0.3680        33.4165        35.2368       -24.7347       115.7515        12.9567       119.0718         2.0498       495.5703
2007-06-08/08:16:49         10.6369        -0.5205        33.5623        35.2114       -62.9037       105.1170        -1.8953       122.5156         3.7101       329.1172
2007-06-08/08:16:52         10.6026         1.2851        34.7143        36.3201       -61.8834       100.4508        -2.6374       118.0121         3.5007       327.1464
2007-06-08/08:16:55         10.1542         1.7699        35.1033        36.5853       -62.9321        71.3840        -8.0452        95.5031         3.0417       351.1799
2007-06-08/08:16:58          9.8861         0.1680        34.9764        36.3471       -60.5277        52.6809        -0.5746        80.2446         2.6658       390.0284
2007-06-08/08:17:01          9.6621         2.3603        35.3176        36.6914       -67.7882        36.7671        -2.9333        77.1729         2.5275       418.4285
2007-06-08/08:17:04          9.9701         1.6475        36.8060        38.1680       -87.0777        47.7345        -6.2942        99.5024         2.0670       447.4229
2007-06-08/08:17:07         10.2634         2.1839        35.7006        37.2107       -42.3866        49.7468         4.2062        65.4909         1.9956       412.7701
2007-06-08/08:17:10         11.2271        -2.8453        34.7289        36.6092       -53.6695        32.1949       -29.0795        69.0112         1.9641       499.6315
2007-06-08/08:17:13          9.9649       -11.0745        34.6118        37.6818      -102.9526       112.6167       -39.3052       157.5647         2.8709       329.4593
2007-06-08/08:17:16         12.4964       -10.2660        35.7716        39.2576      -111.0875        92.9201       -56.1867       155.3432         3.0748       238.4930
2007-06-08/08:17:19         11.4739         0.7234        40.0928        41.7086       -99.4270       111.6859       -42.5603       155.4698         4.5942       112.8389
2007-06-08/08:17:22         12.7267         1.9626        40.7503        42.7365       -98.8884       168.1724        -5.0933       195.1584         5.4106        53.5816
2007-06-08/08:17:25         12.3049         1.9275        41.1801        43.0224       -94.5488       156.9189        -6.5467       183.3190         5.5903        46.3449
2007-06-08/08:17:28         12.5079         0.4783        41.1905        43.0503      -101.0895       151.4348        -7.1266       182.2152         5.8056        44.9043
2007-06-08/08:17:31         12.0867        -0.5182        41.3443        43.0779      -104.9058       148.0345        -4.7977       181.5006         5.8145        45.4814
2007-06-08/08:17:34         11.4643        -0.6265        41.5347        43.0924       -99.5015       141.1019        -8.8782       172.8847         6.0317        43.1851
2007-06-08/08:17:37          9.8434        -3.6032        41.3672        42.6746       -94.4355       118.0176        -7.0116       151.3122         5.8078        42.3244
2007-06-08/08:17:40          8.9136        -2.9162        41.5052        42.5516       -89.2715        88.0781        -6.8697       125.5960         4.8712        51.0110
2007-06-08/08:17:43         10.7046        -3.1633        41.4177        42.8955      -107.0221       135.1546        -4.4201       172.4530         5.7521        50.7811
2007-06-08/08:17:46          9.6182        -0.8114        40.5830        41.7150      -133.2437        81.9232        -8.2260       156.6300         5.0811        75.7695
2007-06-08/08:17:49         12.6893         5.9492        40.2167        42.5887      -155.5604        88.5149         1.5828       178.9872         4.4017        98.1569
2007-06-08/08:17:52         11.7868        -0.1052        40.8622        42.5283      -125.6516       160.6860         1.7727       203.9889         5.1691        48.3251
2007-06-08/08:17:55         13.7163         1.8982        39.5413        41.8958      -131.3236       114.7510         6.2590       174.5075         6.3749        53.0685
2007-06-08/08:17:58         12.6894         0.9910        41.2133        43.1340       -95.8032       136.5791       -11.6956       167.2390         4.0393        60.6533
2007-06-08/08:18:01         16.3254         2.5276        38.5058        41.8999      -127.0088       105.4239         4.3623       165.1195         3.7871        98.0544
2007-06-08/08:18:04         16.6394         2.9527        36.4916        40.2148       -82.9845       136.8594       -21.3908       161.4760         3.0605       155.8291
2007-06-08/08:18:07         11.1365         3.6641        36.7403        38.5655      -111.4966       139.3463       -29.1707       180.8309         4.0128       220.5862
2007-06-08/08:18:10          8.8508         0.5010        36.6937        37.7494       -88.5244       134.0658       -23.0771       162.3045         4.2422       224.5172
2007-06-08/08:18:13         10.9863        -1.2816        34.1841        35.9290       -82.6117       141.3936       -42.4190       169.1633         3.5001       314.6913
2007-06-08/08:18:16         11.1461         0.3761        35.1940        36.9188       -81.9365       129.7902       -29.7147       156.3396         2.5070       404.5957
2007-06-08/08:18:19         11.3868        -0.1715        34.9384        36.7476       -35.2277       109.4307        -3.0852       115.0026         1.0429       859.7808
2007-06-08/08:18:22          7.2073         4.5229        34.5273        35.5603       -23.1759       121.7739        -5.0793       124.0637         1.4984       653.3604
2007-06-08/08:18:25          8.7831         2.3298        32.5236        33.7691       -46.6869       111.9755       -20.7450       123.0794         2.7077       456.2879
2007-06-08/08:18:28          9.4697         0.5147        33.1680        34.4972       -62.5217       112.8681       -25.1793       131.4617         3.3523       386.1092
2007-06-08/08:18:31          9.5303         0.8760        34.3450        35.6535       -36.5376        87.8133       -12.1391        95.8829         1.9748       575.3017
2007-06-08/08:18:34          9.3487         1.6857        34.0637        35.3635        -8.8135        79.0872       -16.1970        81.2085         1.5924       703.0336
2007-06-08/08:18:37          9.7173         0.5893        33.6272        35.0080        -4.6408        81.6768       -16.1963        83.3964         1.6037       712.7175
2007-06-08/08:18:40          9.6171         0.6034        33.5479        34.9044       -13.2859        71.3290       -17.6277        74.6664         1.4889       781.3625
2007-06-08/08:18:43         10.0971        -0.5447        33.8368        35.3154       -16.1890        76.0258        -8.6466        78.2098         0.8873      1201.0898
2007-06-08/08:18:46          9.8839        -0.5144        34.1216        35.5280       -22.3345        75.2321        -4.0350        78.5810         0.6077      1733.9708
2007-06-08/08:18:49         10.2812        -0.6855        34.1040        35.6266       -32.7481        51.9247        -5.8075        61.6631         0.7908      1431.4626
2007-06-08/08:18:52         10.2969         0.0783        33.7272        35.2641       -13.4260        73.0145        -2.8370        74.2928         0.8661      1275.1455
2007-06-08/08:18:55         10.2371        -1.2599        33.6303        35.1764       -34.3075        74.2499         5.2331        81.9600         1.5064       786.6049
2007-06-08/08:18:58         10.1485        -1.0348        33.5822        35.0974       -29.6542        60.1213         2.2018        67.0730         1.7213       676.7258
2007-06-08/08:19:01          9.7443        -0.5705        33.9367        35.3125       -57.8761        60.0531        -2.6543        83.4450         1.6821       674.7112
2007-06-08/08:19:04          9.6303         0.3084        34.4953        35.8157       -66.8242        48.8040         1.9801        82.7721         1.7725       639.4996
2007-06-08/08:19:07          9.5228         0.2319        34.7078        35.9912       -62.5178        50.4122        10.1825        80.9539         1.7252       613.4537
2007-06-08/08:19:10         10.7081        -3.8652        33.4804        35.3630       -64.0398        36.0765         2.9390        73.5612         1.8579       584.2205
2007-06-08/08:19:13         10.1377        -3.2481        33.2097        34.8742       -72.6268        37.6623        -8.1401        82.2154         2.1286       546.6084
2007-06-08/08:19:16         11.0702        -2.4044        34.8857        36.6789       -66.9737        22.6653       -22.4863        74.1945         1.6682       621.6381
2007-06-08/08:19:19         12.6846        -4.3265        33.9906        36.5374       -52.3139        20.2165       -20.3321        59.6560         2.1924       452.4020
2007-06-08/08:19:22         11.9754        -1.6871        33.5106        35.6261       -45.3970        42.9115        -6.3776        62.7930         2.5324       391.1474
2007-06-08/08:19:25         13.2958        -1.2903        32.3108        34.9633       -56.9969        18.0692       -13.9358        61.3951         3.9050       319.5486
2007-06-08/08:19:28         13.9797         0.3597        34.0113        36.7741       -71.3308        57.8600       -21.5811        94.3483         2.9480       369.8540
2007-06-08/08:19:31         11.4994         1.6584        35.0319        36.9083       -66.4943        59.1777        -8.1245        89.3840         2.1654       441.0062
2007-06-08/08:19:34         12.7033        -8.1852        35.4127        38.5023       -92.6021        45.5530         4.5525       103.3003         3.1096       336.0750
2007-06-08/08:19:37         10.5409        -6.9989        38.1673        40.2099      -113.7578       152.8967       -18.8807       191.5064         3.0075       252.1566
2007-06-08/08:19:40         11.4275        -1.2161        41.4656        43.0286       -88.3684       168.0898        -4.3833       189.9536         3.5907        88.6364
2007-06-08/08:19:43         11.0009        -2.0022        42.1425        43.6007      -121.4444       144.8830         2.6581       189.0685         5.4740        52.0058
2007-06-08/08:19:46         11.5160        -2.4501        42.0270        43.6451      -117.3095       123.5492         1.1343       170.3737         5.2854        48.4808
2007-06-08/08:19:50         12.4508        -1.8028        41.8609        43.7105      -104.7668       123.9941        -1.0476       162.3321         5.0344        44.4383
2007-06-08/08:19:53         12.6174        -1.1658        41.3654        43.2626      -106.1618       118.4804        -3.5250       159.1237         4.8139        54.8421
2007-06-08/08:19:56         11.4494        -1.6361        41.6471        43.2233      -117.1168       107.4240        -2.5651       158.9429         4.1003        66.4840
2007-06-08/08:19:59         11.4496        -2.3814        41.8351        43.4389      -121.6343       105.9318         3.4298       161.3326         4.6518        47.5168
2007-06-08/08:20:02         11.7433        -1.8958        41.5053        43.1762      -118.6189       112.8371         5.5601       163.8095         5.0110        44.3769
2007-06-08/08:20:05         12.4272        -1.8715        41.2765        43.1473      -128.8963       111.4655         8.3848       170.6140         5.3222        42.8438
2007-06-08/08:20:08         12.4565        -2.2054        41.1662        43.0660      -132.0368       112.9992         9.5847       174.0528         5.7179        42.3282
2007-06-08/08:20:11         13.9567        -1.6240        39.4689        41.8953      -136.3622       118.1276         7.0143       180.5491         4.1230        75.0814
2007-06-08/08:20:14         14.5897        -0.0099        38.7720        41.4262      -148.8687       106.2654        -2.6742       182.9245         4.0692       132.4466
2007-06-08/08:20:17         15.8525         3.3798        37.0077        40.4017      -131.5479       122.9417        -2.0641       180.0660         3.5378       145.8910
2007-06-08/08:20:20         11.0551        -1.9356        36.5573        38.2413      -112.6614        94.9723       -21.7062       148.9412         4.7373       178.0350
2007-06-08/08:20:23         11.0745        -4.9100        35.2951        37.3162       -87.9369       126.4892       -21.7067       155.5751         3.5978       244.4260
2007-06-08/08:20:26         11.4461        -5.2823        34.2018        36.4510       -95.2995       145.6741       -44.5080       179.6772         2.6534       371.6313
2007-06-08/08:20:29         11.5451        -5.1384        33.7423        36.0310       -95.3707       135.4479       -25.0272       167.5352         3.8477       300.1754
2007-06-08/08:20:32         12.1165        -3.4468        32.9387        35.2654       -74.9447       120.6360       -34.2942       146.1021         2.3994       513.6936
2007-06-08/08:20:35          8.6794        -0.8914        34.9226        35.9960       -76.1519       144.2518       -10.7902       163.4752         1.5925       712.4962
2007-06-08/08:20:38          9.4141        -0.9644        34.7858        36.0500       -29.0736       114.2569         4.5014       117.9838         0.5285      2023.3121
2007-06-08/08:20:41         10.0198        -0.7728        33.2321        34.7184        20.7321        88.2233        -9.0745        91.0797         1.0002      1176.4790
2007-06-08/08:20:44         10.7286         0.5704        32.1578        33.9051       -31.9378        94.0916        -3.6232        99.4303         2.5937       523.6643
2007-06-08/08:20:47         10.1493        -0.1241        32.3979        33.9507       -33.2374        89.0372        -0.6292        95.0407         2.5909       539.5735
2007-06-08/08:20:50         10.2828        -1.2136        32.5079        34.1171       -54.4529        77.3543       -16.5241        96.0305         2.5949       518.4977
2007-06-08/08:20:53         10.9727        -2.1952        32.7219        34.5824       -66.4217        74.8301        -1.7668       100.0725         1.9846       658.7669
2007-06-08/08:20:56         10.6536        -0.4317        33.3622        35.0246       -55.9315        73.9986         7.3250        93.0473         1.7357       688.2732
2007-06-08/08:20:59         11.1294         2.8135        34.4118        36.2761       -69.1670        62.6608         9.8479        93.8479         2.0155       557.2791
2007-06-08/08:21:02         14.5932        -4.0421        34.2002        37.4026       -74.8606        59.0709        -5.4240        95.5139         3.3150       369.1340
2007-06-08/08:21:05         11.2509        -2.0168        38.9075        40.5517      -114.0040       106.6407       -43.2135       161.9770         3.4738       246.7882
2007-06-08/08:21:08         12.9810         4.8926        41.5516        43.8062       -91.5660       191.7689       -31.9482       214.8961         4.3642        78.1547
2007-06-08/08:21:11         12.1783         1.1817        42.0917        43.8340      -104.6365       163.9581        -9.5950       194.7386         5.1478        43.1916
2007-06-08/08:21:14         11.2909        -1.8368        42.3838        43.9004      -132.0747       125.2271         5.2927       182.0812         5.2310        42.0348
2007-06-08/08:21:17         12.6708        -4.1346        40.3344        42.4795      -168.0616        85.9275        14.5332       189.3131         5.5284        43.7493
2007-06-08/08:21:20         14.7205        -4.4819        39.0480        41.9705       -86.1548        91.1295       -17.6957       126.6506         4.4797        63.3633
2007-06-08/08:21:23         10.1462        -6.5803        40.1183        41.9013       -93.7210        54.3861       -13.4138       109.1852         3.8571        85.3065
2007-06-08/08:21:26         11.1430         2.0432        38.5120        40.1437      -134.4146        36.6177         7.6763       139.5244         3.9368       134.2675
2007-06-08/08:21:29         15.4269         2.7675        38.6206        41.6797      -110.6472       158.7902       -14.3603       194.0705         3.3526       125.5845
2007-06-08/08:21:32         17.2455         0.0911        36.6720        40.5247       -81.5186       148.1510       -18.7645       170.1356         4.2987       131.5247
2007-06-08/08:21:35         12.0472        -3.9451        35.8562        38.0312       -94.7320       156.5719       -15.1353       183.6246         3.9137       222.3399
2007-06-08/08:21:38         11.2162        -2.9583        34.9822        36.8552       -93.1474       156.0092        -4.3030       181.7521         2.9205       324.3248
2007-06-08/08:21:41          9.6893        -2.5876        34.2614        35.6991      -101.9286       171.3615       -20.9855       200.4859         3.5277       352.3513
2007-06-08/08:21:44          9.6859        -2.0920        34.7235        36.1098       -98.4191       148.7022       -20.3733       179.4818         2.9008       414.6642
2007-06-08/08:21:47          9.8764        -2.0125        33.7257        35.1997       -44.1689       113.4453       -13.9156       122.5331         1.2674       824.7004
2007-06-08/08:21:50          8.5109        -1.5420        33.2190        34.3266       -24.8490        97.0814        -9.8772       100.6968         1.4222       815.5618
2007-06-08/08:21:53          8.5045        -1.3483        33.4631        34.5532       -36.8710        83.4318        -7.3041        91.5078         1.0799      1087.6615
2007-06-08/08:21:56          9.4680        -0.6554        33.2425        34.5708       -26.4916        79.1624       -12.2396        84.3700         0.8643      1342.4169
2007-06-08/08:21:59          8.5703        -0.4508        32.2842        33.4054       -14.3531        67.2819       -18.9767        71.3651         1.5568       829.1083
2007-06-08/08:22:02         10.6355        -0.2658        33.1693        34.8337       -48.7433        97.6334       -31.8142       113.6676         1.1930      1036.0311
2007-06-08/08:22:05         11.1390        -0.4778        32.5812        34.4360         3.3143        81.1939       -15.2713        82.6840         0.9235      1342.1963
2007-06-08/08:22:08         11.0445        -0.9882        33.0821        34.8910       -49.6121        67.7531        -1.8480        83.9956         0.9361      1241.9191
2007-06-08/08:22:11         11.0861        -1.3586        33.6064        35.4138       -62.9586        48.9691        13.5910        80.9103         0.7508      1592.1080
2007-06-08/08:22:14         10.7519        -3.0789        33.4084        35.2307       -45.8673        52.3991       -15.2311        71.2844         0.8062      1410.8396
2007-06-08/08:22:17         11.5214        -3.8632        33.0462        35.2096       -51.9319        50.6186       -14.5004        73.9555         1.2283       995.4401
2007-06-08/08:22:20         10.3311        -3.7008        33.4644        35.2178       -74.4448        58.6711         0.0241        94.7857         1.4364       847.1113
2007-06-08/08:22:23         10.9176        -5.2194        33.9972        36.0866       -86.9774        48.8668         3.1310        99.8140         1.4699       794.0108
2007-06-08/08:22:26         12.3703        -5.5659        34.0416        36.6447       -70.9037        16.8163        -4.9783        73.0404         1.8338       593.5843
2007-06-08/08:22:29         14.5060        -3.8763        32.6952        35.9781       -27.4585         5.6132       -29.9985        41.0535         2.7654       403.5998
2007-06-08/08:22:32         13.8571        -2.3022        33.2784        36.1216       -18.1443        41.2692       -14.8650        47.4692         2.8400       394.8558
2007-06-08/08:22:35         11.8447        -1.2679        33.8454        35.8806       -34.9587        44.7613       -10.1013        57.6864         2.9446       376.0440
2007-06-08/08:22:38         13.2090        -1.8544        33.9942        36.5174       -70.3256        83.5099       -34.0619       114.3670         2.9593       379.7581
2007-06-08/08:22:41         11.1547        -5.3598        34.2696        36.4357       -94.0701        99.8576       -16.4691       138.1737         3.7691       327.8080
2007-06-08/08:22:44          9.9034        -3.9000        34.3723        35.9826       -91.9329        99.3634       -16.7690       136.4036         3.8599       344.7701
2007-06-08/08:22:47          9.0231        -1.0951        35.2560        36.4088       -79.9884        85.1687       -25.1330       119.5137         3.1587       392.3618
2007-06-08/08:22:50          8.7397        -0.6051        35.7298        36.7882       -76.0570        60.8419       -41.3239       105.8021         3.3667       326.7249
2007-06-08/08:22:53         14.1569       -15.9438        33.9993        40.1320       -96.2239        50.6692       -42.0715       116.6037         3.1797       309.2202
2007-06-08/08:22:56          8.4081        -5.8736        39.4826        40.7930      -115.2684       116.0382       -33.9032       167.0362         2.8544       202.1210
2007-06-08/08:22:59         11.8334         3.6529        41.9790        43.7677      -105.0405       186.2805       -12.6549       214.2290         4.2806        76.7155
2007-06-08/08:23:02         11.7662         0.3505        42.5107        44.1104      -107.3072       163.3023         1.7332       195.4110         5.2800        47.0061
2007-06-08/08:23:05         10.0031        -0.8473        42.9340        44.0920      -112.5440       154.3807         2.4375       191.0641         5.8082        43.7849
2007-06-08/08:23:08          8.2081        -3.5213        43.3381        44.2489      -125.5917       136.0531        10.1447       185.4364         5.3973        42.9156
2007-06-08/08:23:11          9.5611        -1.9004        41.1152        42.2551      -144.3308       108.4276         9.8498       180.7898         5.6253        76.1364
2007-06-08/08:23:14         11.9934        -1.1396        41.0832        42.8132      -118.5655       118.5678       -29.4561       170.2461         3.7531       162.4916
