Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2008-04-15/09:18:23          2.9988        -3.4530        11.5085        12.3839      -164.3188        49.7062        19.2803       172.7516         4.8222       153.9414
2008-04-15/09:18:26          4.2872        -1.6302        12.8886        13.6805      -167.2527        57.1278        19.4519       177.8073         4.8222       134.7649
2008-04-15/09:18:29          4.6950        -6.0510        12.5190        14.6760      -196.5118        71.8354        21.4026       210.3218         3.7733       163.6798
2008-04-15/09:18:32          3.2285        -6.9921        11.1205        13.5269      -184.2177        67.0416        20.3297       197.0889         3.5985       165.3861
2008-04-15/09:18:35          3.1317        -7.4165        11.2193        13.8089      -166.1433        95.3915        34.1527       194.6009         3.9772       168.5110
2008-04-15/09:18:38          0.0948        -6.1156        11.7667        13.2614      -135.7830        77.4656        19.4269       157.5289         3.5402       170.4530
2008-04-15/09:18:41          6.4876        -4.8880        12.7549        15.1218      -145.4528       139.6653        24.9222       203.1847         2.8700       198.9212
2008-04-15/09:18:44          6.0384        -5.4829        11.7688        14.3188      -166.4411        94.0681        -3.2859       191.2125         3.3362       179.7035
2008-04-15/09:18:47          6.3039        -3.5179        11.7430        13.7845      -176.8489        35.8229       -23.0705       181.9095         2.4621       263.0324
2008-04-15/09:18:50          5.1376        -1.6131        13.7423        14.7597      -167.1949        60.4349        -3.8406       177.8237         2.4621       290.7468
2008-04-15/09:18:53          3.2023        -4.3978        11.8703        13.0575      -158.1030        54.3586       -10.1042       167.4918         1.9668       342.0000
2008-04-15/09:18:56          7.5649        -1.5092        11.2773        13.6632      -146.5721        65.7655        -6.0595       160.7644         2.1999       335.7992
2008-04-15/09:18:59          7.8724         0.5603         9.5493        12.3886      -160.9131        62.3967       -20.4948       173.8000         2.2581       338.5061
2008-04-15/09:19:02          8.9469         0.7168        10.3973        13.7355      -160.4276        68.6103       -26.6272       176.5032         2.1125       390.1953
2008-04-15/09:19:05          8.0810         1.3995        10.2465        13.1245      -144.8828        68.4883       -14.6196       160.9205         1.4423       512.0509
2008-04-15/09:19:08          6.8835         0.1268        11.0549        13.0234      -116.4154        93.4535       -28.3539       151.9541         1.8211       485.9629
2008-04-15/09:19:11         -2.1024        -2.8292        11.7578        12.2748       -85.2273       117.0907       -26.5825       147.2431         2.1416       421.3109
2008-04-15/09:19:14          0.0962        -4.1913        11.6199        12.3531       -63.8285       124.6435       -15.7811       140.9224         1.9959       453.0928
2008-04-15/09:19:17          1.4438        -2.0533        12.1937        12.4493       -53.0620       130.5828       -22.5837       142.7497         1.9376       469.0694
2008-04-15/09:19:20          2.1052        -0.0977        11.1335        11.3312       -73.4571        96.9391       -36.6292       127.0229         1.5588       560.3325
2008-04-15/09:19:23          2.4717         0.7223        11.2040        11.4961       -94.6520        78.4862       -48.5791       132.2083         1.4714       604.5502
2008-04-15/09:19:26          1.5903         1.8550        11.3391        11.5994      -101.2668        70.5730       -45.7719       131.6456         1.4714       597.7228
2008-04-15/09:19:29         -0.0552         2.1886        10.8457        11.0645      -111.3907        48.2324       -31.4514       125.3932         1.6754       569.7104
2008-04-15/09:19:32         -2.0405         2.3032         9.7056        10.1817      -100.4125        54.1251       -21.2168       116.0273         1.8794       569.5829
2008-04-15/09:19:35         -0.2750         3.1018         9.5489        10.0438       -45.5860        86.5686       -22.0352       100.2883         1.5880       683.6383
2008-04-15/09:19:38         -1.1032         3.8080        10.4294        11.1575       -36.9372       102.7002       -19.2658       110.8281         1.3257       742.4314
2008-04-15/09:19:41          1.4483         4.6546        10.3316        11.4239       -38.6395        92.6899       -13.7778       101.3620         1.2966       748.2459
2008-04-15/09:19:44          2.3606         4.7855        11.2713        12.4706       -48.5833        90.7427        -4.6836       103.0364         1.2383       794.7593
2008-04-15/09:19:47          0.8460         5.1187        11.5025        12.6184       -17.6369        77.0251        -2.8393        79.0695         1.2092       769.8818
2008-04-15/09:19:50          0.6478         5.2515        11.1586        12.3496       -18.4671        43.8884        10.2443        48.7049         1.3257       689.8143
2008-04-15/09:19:53         -0.0303         6.0693        10.8762        12.4551       -14.0421        18.4766        12.3516        26.2893         1.3257       690.4342
2008-04-15/09:19:56         -0.8026         5.7177        10.7095        12.1667       -21.9852        -7.3822        22.4071        32.2478         1.3549       710.7192
2008-04-15/09:19:59         -1.7068         6.6192         9.8655        12.0022       -33.3602       -25.0174        30.9913        51.9541         1.3840       690.1574
2008-04-15/09:20:02         -3.6466         9.0100         8.8753        13.1624       -44.3282       -33.8906        41.6653        69.6388         1.2092       787.1069
2008-04-15/09:20:05         -3.1252         8.6197         6.7988        11.4145       -45.3457       -30.8880        46.5916        71.9797         1.4132       715.5042
2008-04-15/09:20:08         -5.0955        10.5045         7.9258        14.1112       -69.8066       -35.3005        59.3047        98.1638         1.2383       756.0504
2008-04-15/09:20:11         -4.1098         9.7566        10.7425        15.0825       -87.0547        -5.4560        60.0088       105.8742         1.2966       648.7618
2008-04-15/09:20:14         -5.1816        11.3061        10.8353        16.4948       -88.9226        -1.0083        50.6419       102.3369         1.8794       443.5225
2008-04-15/09:20:17         -5.6969        10.4319        11.9350        16.8441       -83.8119        -5.3930        42.1173        93.9541         1.8211       412.3185
2008-04-15/09:20:20         -6.4738        10.6446        10.1934        16.0973       -81.1302       -13.3835        70.0533       108.0217         1.5588       460.3654
2008-04-15/09:20:23         -9.0954        11.7946        10.0727        17.9805      -113.3557         1.5391        33.2142       118.1316         1.4132       495.4175
2008-04-15/09:20:26         -0.7244        -1.0030        14.1184        14.1725      -122.5798        37.9806        14.8122       129.1810         1.5006       467.1177
2008-04-15/09:20:29          8.7878       -11.3986         5.8628        15.5411      -159.3508        53.8777        34.0116       171.6167         4.6183       226.7599
2008-04-15/09:20:32         11.2762       -12.9214         7.4586        18.7015      -179.3631        86.9765        74.8242       212.9194         5.5507       136.6801
2008-04-15/09:20:35         10.5744       -10.5120        14.2978        20.6579      -209.6665        90.7060        61.5146       236.5833         6.6287       101.4109
2008-04-15/09:20:38         10.1491        -9.4036        15.3143        20.6388      -186.9090        63.0117        14.3962       197.7693         3.7733       103.9353
2008-04-15/09:20:41          9.8026        -9.3684        14.3903        19.7721      -183.5705        57.8330        21.7837       193.6938         6.0751        95.2183
2008-04-15/09:20:44          8.5318        -7.5264        15.9686        19.6070      -164.1988        70.6675        11.6299       179.1379         5.5215        94.6053
2008-04-15/09:20:47          9.3575        -7.2765        15.2848        19.3426      -173.6382        55.1220        14.4899       182.7529         5.4050        92.7436
2008-04-15/09:20:50         10.0411        -4.9790        14.8110        18.5736      -167.4279        32.1947         6.2792       170.6107         5.6963        93.9402
2008-04-15/09:20:53         11.2343        -3.0403        14.0968        18.2804      -164.9852        48.2109        11.9534       172.3000         5.3758        93.4943
2008-04-15/09:20:56         11.0185         0.4319        14.1535        17.9420      -149.5158        30.3210        -6.1595       152.6836         5.1136       110.4770
2008-04-15/09:20:59          8.4813        -1.1448        14.2602        16.6312      -187.2736        54.1205        12.5051       195.3377         4.0646       128.7994
2008-04-15/09:21:02          7.5912        -3.1004        13.9451        16.1773      -189.5272        85.5382        12.6670       208.3214         4.4726       147.1836
2008-04-15/09:21:05          1.4879         5.5393        13.5358        14.7009      -170.1528        59.9938        45.3784       186.0388         3.8607       182.6700
2008-04-15/09:21:08          7.0777        -0.5141        12.9027        14.7254      -188.3950        54.8225        43.9199       201.0650         4.6765       170.6200
2008-04-15/09:21:11          3.5234        -0.3550        11.6941        12.2185      -202.4115        61.2007        43.7986       215.9497         3.3362       211.7718
2008-04-15/09:21:14         -6.1915        -3.5334        12.5150        14.4029      -136.3652       102.2563        -0.2561       170.4461         2.6952       274.0510
2008-04-15/09:21:17         -6.3009         0.6439        13.5960        14.9989      -114.8396        92.5332        13.3227       148.0811         1.7628       376.8309
2008-04-15/09:21:20         -4.6979         0.3137        12.7512        13.5927      -127.7781        58.8648        13.2554       141.3082         1.6171       480.0391
2008-04-15/09:21:23         -0.3051         1.2211        14.3212        14.3764      -131.3613        71.3459       -43.2099       155.6056         3.0157       280.8661
2008-04-15/09:21:26         -0.1565         0.0893        13.9762        13.9774      -122.2444        60.1340       -60.7416       149.1621         2.8409       283.6627
2008-04-15/09:21:29         -2.6170        -0.9977        13.1093        13.4051      -129.2137        48.3295       -63.1041       151.7038         4.0646       224.5430
2008-04-15/09:21:32         -2.7032         0.1520        12.3158        12.6099      -118.3456        32.2141       -39.8344       128.9582         3.3654       282.0425
2008-04-15/09:21:35         -3.9716         2.1275        13.0408        13.7972      -111.2714        37.4906       -15.0461       118.3776         2.6661       324.1975
2008-04-15/09:21:38         -3.5385         1.5343        12.8254        13.3927       -96.5783        41.9453       -14.5303       106.2916         3.0740       297.7822
2008-04-15/09:21:41         -7.2874         3.6425        10.9218        13.6257      -128.3046        39.9053        -1.0290       134.3710         2.9283       311.1717
2008-04-15/09:21:44         -9.2797         6.6456        12.3276        16.8002      -135.8949        53.9000       -32.2863       149.7165         2.3456       345.6182
2008-04-15/09:21:47         -7.4579         5.9606        13.0136        16.1401      -102.3739        63.9117       -26.0890       123.4737         2.0250       342.0017
2008-04-15/09:21:50         -4.7171         5.3653        14.3077        15.9922       -90.8598        43.5416       -11.7794       101.4403         2.5495       277.8923
2008-04-15/09:21:53         -6.9606         1.3411        14.3957        16.0463       -82.8151        39.4675        -7.4311        92.0393         3.0157       245.7497
2008-04-15/09:21:56         -4.3208         1.6378        13.8826        14.6315       -64.0313        31.1468       -21.8134        74.4711         4.1521       196.9062
2008-04-15/09:21:59         -6.0166         6.0012        13.6657        16.0924       -67.2899        23.1992        -9.0071        71.7444         3.7150       220.0665
2008-04-15/09:22:02         -5.8610         7.8108        12.6291        15.9642       -71.8136        11.7192        -0.2613        72.7640         3.4236       221.7734
2008-04-15/09:22:05         -6.9042         8.6470        11.5824        16.0184       -78.6116        20.4513         2.6309        81.2709         3.8024       219.1004
2008-04-15/09:22:08         -9.2032         7.5450        10.4828        15.8592       -68.0458        27.6475         7.5374        73.8338         3.6567       217.5030
2008-04-15/09:22:11         -8.7637         7.3489        11.0647        15.9134       -77.2789        30.8457         2.8239        83.2554         3.1905       231.7497
2008-04-15/09:22:14         -9.8400         5.9593        11.1019        15.9872       -91.7597        36.1325        -2.7775        98.6566         3.1614       230.8385
2008-04-15/09:22:18         -9.0283         5.9505        11.4933        15.7802       -95.4888        41.6822         1.1166       104.1958         3.3362       224.9026
2008-04-15/09:22:21         -6.6275         3.7645        12.8382        14.9303      -104.6802        39.4551         0.4314       111.8697         3.3654       236.3504
2008-04-15/09:22:24         -5.6485         3.1047        14.5339        15.8990      -105.3200        34.2752         3.7921       110.8218         3.3945       217.2813
2008-04-15/09:22:27         -5.4879         2.7190        14.5638        15.7992       -89.2391        33.4344         9.6924        95.7884         2.9574       226.7460
2008-04-15/09:22:30         -5.2206         3.0002        14.1228        15.3529       -87.2048        37.7925        16.2465        96.4204         3.1031       219.6266
2008-04-15/09:22:33         -6.5071         1.8166        13.4632        15.0632       -88.5062        29.2257        24.3169        96.3265         3.1031       225.1868
2008-04-15/09:22:36         -5.4654         1.3332        13.6203        14.7364       -79.6115        29.7939        23.8368        88.2829         3.0157       224.2940
2008-04-15/09:22:39         -4.4077         0.0624        14.1463        14.8172       -76.4609        32.0547        27.5502        87.3658         3.0448       225.2876
2008-04-15/09:22:42         -4.2880         0.1701        13.4658        14.1331       -68.9553        30.1009        25.0363        79.2952         3.2779       227.9385
2008-04-15/09:22:45         -3.3647         0.2975        13.3901        13.8096       -65.8691        46.2113        22.9898        83.6825         3.3654       225.5571
2008-04-15/09:22:48         -1.9136        -0.3584        13.8739        14.0099       -54.4303        58.1506        21.4952        82.4997         3.2488       218.6541
2008-04-15/09:22:51         -1.6139        -0.1177        13.8089        13.9034       -55.6549        62.1607         8.1280        83.8301         3.3654       215.0334
2008-04-15/09:22:54         -2.9508         0.2820        14.0750        14.3838       -64.1447        60.9558         6.0457        88.6944         2.7535       234.1020
2008-04-15/09:22:57         -2.9116        -0.4131        12.3850        12.7293       -64.5313        70.6949       -10.1626        96.2566         2.8992       244.3909
2008-04-15/09:23:00         -2.8396         0.1818        11.9673        12.3010       -73.9038        73.9670       -10.6635       105.1028         3.2197       253.7959
2008-04-15/09:23:03         -2.5020         0.8546        12.1395        12.4240       -72.7592        89.4322       -25.4260       118.0614         2.7535       286.1217
2008-04-15/09:23:06         -3.8604         1.2658        10.7776        11.5179       -80.8645        93.5148       -24.8722       126.1059         2.6078       319.7773
2008-04-15/09:23:09         -4.4412         2.7218        10.2296        11.4794       -62.2789        82.5642       -10.1201       103.9130         2.8117       330.9279
2008-04-15/09:23:12         -3.6788         2.3459        12.0664        12.8310       -55.3228        80.9614       -12.7936        98.8890         2.2290       385.5883
2008-04-15/09:23:15         -3.3483         2.0053        11.3523        12.0045       -44.3062        77.3903       -10.3380        89.7729         2.1707       401.7851
2008-04-15/09:23:18         -2.3130         1.3919        10.9327        11.2611       -53.3129        76.1770       -14.4799        94.1003         2.3164       404.9001
2008-04-15/09:23:21         -2.5653         1.7596        11.7009        12.1073       -51.8429        74.9330        -8.4656        91.5112         2.0250       458.1202
2008-04-15/09:23:24         -2.3549         0.9567        11.5178        11.7949       -50.0116        72.9853       -21.3058        91.0052         1.6754       535.3037
2008-04-15/09:23:27         -0.9398         1.4407        11.0106        11.1442       -46.6896        71.4407       -23.5665        88.5386         1.6754       590.4725
2008-04-15/09:23:30         -0.9205         1.0393        11.0838        11.1705       -49.0578        69.3109       -25.6305        88.6994         1.6171       593.0665
2008-04-15/09:23:33         -0.6257         0.9694        10.9738        11.0343       -43.9213        64.0072       -22.8015        80.9068         1.5588       617.3654
2008-04-15/09:23:36          0.1864         2.1542        11.3398        11.5441       -54.0303        57.2989       -22.1322        81.8063         1.6754       569.7564
2008-04-15/09:23:39         -0.2948         3.3983        11.4063        11.9054       -52.8842        61.7557       -17.2619        83.1173         1.6754       573.2297
2008-04-15/09:23:42          0.0569         3.8229        11.6295        12.2419       -49.8582        64.6718       -16.5929        83.3283         1.6463       568.5451
2008-04-15/09:23:45         -0.1214         3.9326        12.5676        13.1690       -40.1259        57.6623       -10.2476        70.9932         1.5880       580.1294
2008-04-15/09:23:48         -0.1142         3.8285        12.5431        13.1149       -39.9190        49.1651        -9.8986        64.0992         1.4714       577.8945
2008-04-15/09:23:51          0.0080         3.5135        12.3350        12.8256       -35.9722        35.4917        -7.4829        51.0847         1.5880       574.2185
2008-04-15/09:23:54         -0.3025         3.1127        12.1167        12.5138       -41.9637        31.8850        -5.1476        52.9538         1.5006       580.9440
2008-04-15/09:23:57         -0.5822         3.4433        12.1901        12.6804       -43.8419        23.1871        -8.7496        50.3618         1.6171       544.6749
2008-04-15/09:24:00         -1.5627         4.5701        12.5948        13.4892       -38.6750        18.8180        -2.8402        43.1038         1.6754       520.8377
2008-04-15/09:24:03         -1.0018         3.3850        13.1760        13.6407       -31.6722         7.1579        -1.5704        32.5089         1.6754       523.8644
2008-04-15/09:24:06         -0.8502         3.3100        11.9607        12.4393       -25.2131         5.3715         2.4658        25.8966         1.8211       502.7506
2008-04-15/09:24:09         -1.3409         3.5814        12.0039        12.5984       -31.8421        -1.6878        12.3311        34.1880         2.1999       429.1914
2008-04-15/09:24:12         -1.9414         3.0058        11.9237        12.4490       -27.4027        -7.1449        13.2091        31.2480         2.1125       430.4541
2008-04-15/09:24:15         -1.6956         2.8234        12.1704        12.6082       -24.0808       -14.8039        12.4120        30.8723         2.1999       416.1748
2008-04-15/09:24:18         -2.1682         3.1183        12.1825        12.7608       -14.3492       -20.1090        13.3040        28.0583         2.2290       403.8050
2008-04-15/09:24:21         -1.2484         2.5118        12.6099        12.9181       -38.1853       -11.2017         8.8652        40.7699         2.3164       393.9144
2008-04-15/09:24:24         -1.8556         2.6710        13.0531        13.4522       -43.4422        -6.7727         5.0000        44.2503         2.5786       350.7728
2008-04-15/09:24:27         -2.0202         3.3152        13.7086        14.2477       -36.5911       -11.3518        -0.7575        38.3190         2.6952       317.4681
2008-04-15/09:24:30         -3.2317         3.0322        13.8781        14.5684       -29.8012        -9.6836        -1.0696        31.3532         2.6952       311.6936
2008-04-15/09:24:33         -2.1274         2.7324        13.9684        14.3912       -28.7933       -17.2991        -6.7676        34.2653         2.8409       306.3993
2008-04-15/09:24:36         -2.2303         2.0806        13.8114        14.1442       -46.0122       -18.3201        -5.5106        49.8309         3.0740       282.2358
2008-04-15/09:24:39         -2.9956         3.1715        13.8960        14.5647       -55.5298       -20.2634        -8.2980        59.6910         3.3362       261.5262
2008-04-15/09:24:42         -4.2647         2.4773        13.5209        14.3923       -52.4433       -10.4039       -10.3690        54.4615         3.3654       258.4030
2008-04-15/09:24:45         -4.5959         1.3521        13.4562        14.2836       -56.9743        -8.6864       -11.0906        58.6901         3.5402       240.5677
2008-04-15/09:24:48         -4.7921         0.8330        13.4161        14.2706       -58.7965        -5.1691       -10.6305        59.9729         3.4236       237.9777
2008-04-15/09:24:51         -4.8808         0.1198        13.2872        14.1558       -61.8810        -3.2100       -13.0987        63.3335         3.1614       261.1482
2008-04-15/09:24:54         -5.2526        -0.6568        12.7272        13.7842       -54.7662         0.9264        -8.7574        55.4697         3.0448       261.0042
2008-04-15/09:24:57         -2.4247        -1.1870        13.1009        13.3761       -51.3646        13.3317        -4.3130        53.2415         3.2197       254.3035
2008-04-15/09:25:00         -2.2753        -1.7175        13.7777        14.0695       -42.0304        15.9602        -0.1789        44.9590         2.8700       268.3440
2008-04-15/09:25:03         -3.2926        -2.1410        13.8582        14.4040       -38.2106        17.4315         2.1101        42.0518         2.6078       281.5587
2008-04-15/09:25:06         -2.1173        -3.1695        13.4354        13.9657       -42.1799        11.0992         3.8017        43.7812         2.6078       275.9284
2008-04-15/09:25:09         -0.6193        -1.2619        13.4195        13.4929       -39.3337        12.1745         4.1318        41.3815         2.6952       277.2551
2008-04-15/09:25:12         -2.0367        -1.0363        13.4026        13.5960       -42.5862        12.0640         3.4597        44.3970         2.7535       284.4585
2008-04-15/09:25:15         -2.1692        -0.8156        13.2364        13.4378       -40.4062        11.7480         3.9191        42.2615         2.8409       284.5091
2008-04-15/09:25:18         -2.4648        -0.2064        13.1044        13.3358       -40.7332        20.7505         5.7988        46.0804         2.6952       300.1426
2008-04-15/09:25:21         -2.9174        -0.5037        13.2245        13.5518       -46.3927        17.0465         1.0306        49.4361         2.7243       297.3977
2008-04-15/09:25:24         -3.3265         0.5058        12.9497        13.3797       -47.1126        11.7630        -5.2933        48.8466         2.8409       299.8760
2008-04-15/09:25:27         -3.9346         0.9905        12.5699        13.2085       -43.7868        12.7551        -7.1188        46.1590         2.8700       298.9100
2008-04-15/09:25:30         -3.3827         0.8379        12.3229        12.8062       -35.9638        17.4734        -5.3570        40.3412         3.0157       286.9346
2008-04-15/09:25:33         -2.5991         1.1869        12.6642        12.9826       -30.4974        26.2477        -1.6613        40.2715         2.8992       307.1398
2008-04-15/09:25:36         -1.7976         1.2481        12.7897        12.9755       -27.3783        30.8612         1.8049        41.2946         2.8700       315.0646
2008-04-15/09:25:39         -1.5093         1.1860        12.9487        13.0902       -28.0444        30.9059         2.2389        41.7932         2.5786       320.3205
2008-04-15/09:25:42         -1.0344         1.2423        12.5021        12.6061       -28.9834        35.8019        11.1825        47.4011         2.6369       328.3233
2008-04-15/09:25:45          0.7174         1.1672        12.7361        12.8096       -30.6232        42.0679        10.4833        53.0791         2.5786       335.7965
2008-04-15/09:25:48          0.6669         2.1492        13.5386        13.7243       -33.0306        42.4164        18.4829        56.8489         2.2581       377.1107
2008-04-15/09:25:51         -0.3224         2.4619        12.8488        13.0865       -28.9063        43.4915        19.5011        55.7439         2.4038       383.9762
2008-04-15/09:25:54          0.5358         2.6135        12.6850        12.9625       -35.2291        49.0421        23.9140        64.9469         2.4912       375.6002
2008-04-15/09:25:57          0.5612         2.1221        12.3975        12.5903       -38.5296        47.2092        24.6792        65.7442         2.4621       361.0734
2008-04-15/09:26:00          0.0401         2.1244        12.4755        12.6551       -34.1472        41.8778        24.3752        59.2784         2.6369       347.2049
2008-04-15/09:26:03         -0.7866         3.3257        12.1850        12.6552       -33.6790        33.2848        23.5174        52.8698         2.4912       353.9296
2008-04-15/09:26:06         -1.6295         3.2822        11.7269        12.2861       -33.2267        33.0054        22.5623        51.9849         2.6078       348.3364
2008-04-15/09:26:09         -2.1621         3.2481        11.7297        12.3617       -34.6296        30.7021        11.6710        47.7288         2.6078       351.9573
2008-04-15/09:26:12         -2.2430         2.4678        11.9316        12.3889       -29.4642        27.7412         4.6969        40.7403         2.5204       357.0321
2008-04-15/09:26:15         -1.5229         1.8623        12.0456        12.2835       -20.9421        18.2948        -1.4658        27.8464         2.4621       358.7377
2008-04-15/09:26:18         -2.3696         2.1171        12.1730        12.5809       -19.1044        14.3815         3.6940        24.1961         2.4038       375.1086
2008-04-15/09:26:21         -2.2027         1.8872        12.1180        12.4603       -13.7603         2.9443        -0.0061        14.0718         2.2873       384.4025
2008-04-15/09:26:24         -1.6550         1.6622        11.9728        12.2004       -12.5014         5.2796         5.1330        14.5089         2.3747       362.3551
2008-04-15/09:26:27         -1.5558         2.2468        12.2199        12.5218       -13.8430         4.4548         1.4743        14.6167         2.3164       384.9234
2008-04-15/09:26:30         -1.8006         2.2732        12.0703        12.4138       -12.2148         6.2153         2.5000        13.9313         2.3456       367.7131
2008-04-15/09:26:33         -1.5466         1.4382        11.9621        12.1471       -10.9142         8.0686        -2.2133        13.7521         2.4621       352.9763
2008-04-15/09:26:36         -1.7627         1.3894        11.8980        12.1078        -6.1197         7.9303        -1.2681        10.0970         2.4912       357.3514
2008-04-15/09:26:39         -1.9007         1.5105        11.9000        12.1451        -6.8233         8.8258        -0.2831        11.1594         2.4912       349.7691
2008-04-15/09:26:42         -2.1488         1.5457        12.1714        12.4559        -9.6960         8.6665        -2.2034        13.1900         2.4912       341.3453
2008-04-15/09:26:45         -2.1617         1.3119        12.3691        12.6250        -5.7542         8.1702         1.2751        10.0742         2.4912       346.7784
2008-04-15/09:26:48         -2.3250         1.5067        12.1455        12.4575         1.5905         3.9947        -1.6307         4.5985         2.3747       347.6730
2008-04-15/09:26:51         -2.4804         1.3585        11.9789        12.3082         3.8442         6.0985        -0.5359         7.2289         2.4038       352.4568
2008-04-15/09:26:54         -2.4856         1.1799        11.6004        11.9223        10.1538         5.7654        -5.5005        12.9071         2.4912       344.2213
2008-04-15/09:26:57         -2.3348         1.1940        11.2775        11.5783        11.6871         4.0702        -5.2467        13.4418         2.5204       340.1986
2008-04-15/09:27:00         -2.3532         1.3332        10.8970        11.2276        18.0934         1.2049        -3.5969        18.4868         2.4621       357.5319
2008-04-15/09:27:03         -2.4343         1.1889        10.6122        10.9526        21.9637         1.0452        -4.4420        22.4328         2.5204       362.8090
2008-04-15/09:27:06         -2.6735         1.6354        10.3809        10.8437        19.8508        -0.0335        -9.2241        21.8893         2.4038       363.5524
2008-04-15/09:27:09         -3.0304         1.3998         9.9711        10.5150        17.1484         2.8374        -9.4118        19.7661         2.4038       375.9330
2008-04-15/09:27:12         -3.2882         1.3436        10.0848        10.6921        23.7704         1.4810        -9.5749        25.6691         2.3456       380.9838
2008-04-15/09:27:15         -3.4590         0.8764        10.3270        10.9261        23.1851        -2.1902        -5.1428        23.8494         2.3456       379.7450
2008-04-15/09:27:18         -3.5989        -0.1443        10.2979        10.9096        33.9852        -3.2606        -7.2482        34.9022         2.1999       405.6071
2008-04-15/09:27:21         -3.0197        -0.5218        10.3630        10.8066        32.1409         0.3581        -9.4412        33.5008         2.2873       378.6833
2008-04-15/09:27:24         -2.0308        -1.5096        10.8172        11.1092        35.0952         9.3966        -6.8801        36.9771         2.3456       373.8628
2008-04-15/09:27:27         -0.8178        -1.4582        11.1614        11.2859        39.1807        12.3749       -10.3850        42.3806         2.1416       391.2656
2008-04-15/09:27:31         -0.4948        -1.4078        11.0154        11.1160        44.3396        15.5483       -10.0679        48.0532         2.1125       397.6309
2008-04-15/09:27:34         -0.8312        -0.6225        10.8969        10.9462        43.8760        22.2190        -7.0637        49.6858         2.2581       383.7660
2008-04-15/09:27:37         -1.3830         0.1418        11.2429        11.3285        39.3272        21.2022         1.9194        44.7197         2.2290       384.8390
2008-04-15/09:27:40         -1.6477         0.2340        11.2696        11.3918        46.3791        17.4988         0.1083        49.5706         1.9376       433.0491
2008-04-15/09:27:43         -0.4292        -0.6927        10.9558        10.9861        46.3742        23.8066         6.4622        52.5269         1.9085       467.9825
2008-04-15/09:27:46          1.6463        -2.2865        10.6487        11.0151        40.8414        23.2990         2.8922        47.1087         1.7919       505.8666
2008-04-15/09:27:49          4.0971        -3.1633         9.9178        11.1873        51.6369        20.4224        -8.8574        56.2308         1.7045       531.1466
2008-04-15/09:27:52          5.2144        -3.9598         9.3407        11.4070        50.6727        18.7313       -26.2400        60.0593         1.4132       641.6368
2008-04-15/09:27:55          5.6417        -4.2591         8.5967        11.1298        43.0625        14.1682       -36.5819        58.2525         1.3257       654.9451
2008-04-15/09:27:58          5.3303        -3.6751         8.2036        10.4507        43.5477        23.7532       -36.5394        61.6096         1.2966       698.1987
2008-04-15/09:28:01          4.8437        -3.1727         8.4913        10.2777        38.3521        16.1542       -31.4184        52.1436         1.3840       659.7692
2008-04-15/09:28:04          5.0722        -2.8561         8.5338        10.3301        29.3892        18.4532       -30.2587        46.0417         1.2966       715.3306
2008-04-15/09:28:07          4.5072        -2.3926         8.9658        10.3163        23.3561        24.5285       -25.2053        42.2192         1.3257       687.8777
2008-04-15/09:28:10          4.1072        -2.3887         9.0606        10.2308        20.3798        25.8012       -24.3927        40.9395         1.3257       700.9515
2008-04-15/09:28:13          4.1613        -2.4336         9.0535        10.2569        20.5498        28.2138       -22.3857        41.4661         1.3549       690.9855
2008-04-15/09:28:16          3.9722        -1.8890         9.1943        10.1922        15.1506        28.2610       -20.7632        38.2013         1.3257       715.9623
2008-04-15/09:28:19          3.7152        -1.7083         9.3272        10.1842        21.7575        21.1539       -24.4420        38.9653         1.3257       733.0512
2008-04-15/09:28:22          3.6834        -1.9222         9.2297        10.1218        19.8943        21.2450       -22.7452        36.9389         1.3840       694.6986
2008-04-15/09:28:25          3.9399        -2.1850         9.2580        10.2960        28.2725        12.8402       -32.7294        45.1156         1.3549       734.4881
2008-04-15/09:28:28          4.0271        -1.9730         9.3633        10.3818        27.1586         9.9436       -36.4933        46.5642         1.4423       685.6675
2008-04-15/09:28:31          4.0108        -1.3514         9.9861        10.8459        32.6020         8.7996       -36.6474        49.8333         1.3549       704.9789
2008-04-15/09:28:34          3.1532        -0.7587        10.1812        10.6853        39.3193         3.0008       -30.1168        49.6189         1.4132       672.9348
2008-04-15/09:28:37          2.9440        -0.4152        10.5191        10.9312        39.0332         3.9121       -25.8661        46.9888         1.4423       644.5141
2008-04-15/09:28:40          2.4919         0.2662        11.0437        11.3244        37.9530        -1.4139       -25.1486        45.5509         1.4423       658.1456
2008-04-15/09:28:43          2.1205         1.1811        11.4029        11.6584        37.7034        -0.8628       -25.9109        45.7565         1.4423       618.0441
2008-04-15/09:28:46          2.0076         1.2041        11.3181        11.5577        42.1301         2.2042       -23.4261        48.2554         1.3549       650.7062
2008-04-15/09:28:49          1.9504         1.5758        11.1861        11.4637        39.2263         0.0432       -15.9856        42.3585         1.3840       636.3539
2008-04-15/09:28:52          1.8403         1.9422        11.2840        11.5969        40.7603        -8.7408       -19.0252        45.8232         1.3840       614.5339
2008-04-15/09:28:55          1.1746         2.1313        11.3367        11.5949        34.7370         1.8403       -22.5988        41.4819         1.4423       616.1146
2008-04-15/09:28:58          0.7885         2.1157        11.2969        11.5204        29.5845         3.9859       -19.7967        35.8195         1.4714       605.9790
